id,name,popularity
2372,Ron Perlman,92.679
38026,Chris Noth,26.38
66555,Whitney Cummings,25.907
4496,Nora Dunn,12.358
36221,Sam Anderson,15.007
119757,Kate Luyben,10.405
115974,Adam Pally,25.237
1876224,Carolina Amaral,4.802
1876225,Keith Davis,0.694
1876226,Leonor Keil,1.4
1575213,Ângela Marques,1.4
121450,Nuno Melo,10.808
937196,Miguel Monteiro,1.96
1876227,Jorge Prendas,0.98
1876228,Pedro J. Ribeiro,0.6
1673250,André Júlio Teixeira,0.6
1121952,Valdemar Santos,1.38
208061,Chad Brummett,12.387
1204043,Jordan Grady,0.98
1204044,Kelsey Hutton,0.6
1204045,Eve Kozikowski,1.38
1204046,Lincoln Mark,0.6
1204047,Craig Myers,0.694
1204048,Cyd Schulte,11.201
34847,Emma Roberts,71.194
76242,Noel Clarke,18.315
82639,Ophelia Lovibond,21.681
66442,Tamsin Egerton,21.284
148284,Shanika Warren-Markland,12.428
73525,Michelle Ryan,15.712
2957,Alexander Siddig,50.588
25503,Mandy Patinkin,35.346
19303,Kevin Smith,28.167
230176,Eve,28.076
1472701,Evan Todd,7.463
1254635,Parker Young,8.903
232501,Chord Overstreet,32.213
1465562,Jon Gabrus,1.94
1223173,Jennifer Damiano,3.169
1422975,Jordan Lane Price,4.948
304282,Kate Flannery,9.789
1606394,Laura Harrier,17.371
54718,Brooke Dillman,27.471
1092573,Alex Rennie,0.6
28633,Richard Jenkins,36.806
124644,Lio Tipton,53.001
55086,Cam Gigandet,33.649
55464,Kelly Blatz,10.346
326,Kim Basinger,27.369
113563,Rhys Coiro,15.584
1489611,Blair Fowler,1.96
1039523,Dylan Arnold,20.258
1503294,Aaron Washington,1.4
1503295,Gerald Grissette,0.6
1439101,Kate Henshaw-Nuttal,2.523
1588210,Enyinna Nwigwe,2.668
2492323,Sani Muazu,1.4
1700666,Linda Ejiofor,1.13
2427476,Yakubu Mohammed,1.008
2492324,Sifon Okoi,0.98
2492325,Preach Bassey,0.6
36669,Rupert Friend,47.357
1271,Andy García,42.284
21721,Dean Cain,27.141
59192,Emmanuelle Chriqui,55.345
69122,Heather Graham,46.614
125628,Mikko Nousiainen,5.093
52890,Richard Coyle,20.738
43202,Antje Traue,25.381
1118,Rade Šerbedžija,41.405
192,Morgan Freeman,85.248
3092,Diane Keaton,41.493
7465,Carrie Preston,20.075
38024,Cynthia Nixon,28.799
109740,Alysia Reiner,31.836
6181,Josh Pais,7.55
114843,Claire van der Boom,43.508
1466175,Korey Jackson,6.992
1186840,Sterling Jerins,23.929
1344349,Liza J. Bennett,5.809
928473,Pavel Wenzel,1.025
236749,Aleksey Guskov,16.443
6079,Ivan Shvedoff,10.579
59899,Andrey Merzlikin,9.232
928474,Sergey Legostaev,2.744
928475,Maksim Kowalewski,1.976
13737,Yevgeni Sitokhin,10.878
1000980,Vladimir Svirskiy,2.744
107722,Grigoriy Dobrygin,13.693
1000975,Angelina Häntsch,14.207
18992,Aidan Quinn,19.19
1533,Andie MacDowell,31.651
57136,Ryan Merriman,24.763
168679,Michael Harding,8.448
1654126,Stacy Earl,3.623
2844,Matt McGrath,6.579
550317,Jillian Batherson,9.633
74131,Anessa Ramsey,3.098
1654131,Sammy Nagi Njuguna,1.935
1654133,Stefan Guy,0.6
128346,Chris Bruno,15.346
1651737,Nikki Alexis Howard,4.232
1411402,Lindsay Sawyer,9.043
1687546,Jeffrey Holsman,1.4
1683879,Chris Costanzo,0.694
1680095,Amanda Méndez,1.4
1861060,Ian Daryk,1.128
1661025,Jorge Navarro,2.744
1861061,Lorna Hernandez,1.956
1830688,Michelle Cortés,1.404
17881,Jason Schwartzman,52.008
3019,Olympia Dukakis,16.636
94476,Tunde Adebimpe,15.376
1279922,Eleanore Pienta,5.765
17401,Stephen Root,55.686
3182568,Arrow Schwartzman,0.694
1091423,Jimmy Gonzales,15.296
53176,John Gatins,11.892
4743,Jonathan Togo,14.202
1243825,Josh Meyer,1.96
932503,Nargis Fakhri,6.097
1977238,Nicole Tung,0.618
585,Rutger Hauer,24.936
117727,Rajkummar Rao,12.234
1184805,Omar Hattab,0.6
78551,Fedor Emelianenko,3.968
53672,Soha Ali Khan,25.416
1184806,Nour Kelze,2.412
21028,Anton Yelchin,32.269
107637,Paweł Deląg,21.445
37995,Bo Derek,47.546
2028636,Janine di Giovanni,0.6
1030261,Bérénice Marlohe,11.919
120243,Oleksiy Horbunov,12.404
12407,Candy Clark,20.092
52442,Olivia Thirlby,33.754
234992,Anna Geller,5.636
1231005,Anneliese van der Pol,28.354
147,Michael Madsen,22.303
2192,Lambert Wilson,42.26
110848,Valeri Solovyev,3.209
1451394,Mariana Paola Vicente,8.624
8924,Frank Langella,16.485
985259,Dawn Richard,3.266
234990,Brahim Achabbakhe,12.088
515,Glenn Close,24.033
1629321,Suvinder Vicky,3.742
7036,Eric Stoltz,22.853
234991,Russell Geoffrey Banks,4.551
1294893,Robert Palmer Watkins,4.841
1193273,Jocelyn DeBoer,3.724
94381,Geoffrey Giuliano,13.347
1655844,David Shannon,0.6
17928,Joseph D'Onofrio,21.955
2299,Josh Hartnett,45.037
23931,Mira Sorvino,32.339
1223438,Sarah Dumont,28.496
1872214,Kale Culley,7.458
8270,Jason Cottle,5.424
1281174,Austin R. Grant,5.776
237383,Nathan Stevens,4.759
1921617,Marty McSorely,1.38
1921618,Sean Pilz,1.96
939614,Vashi Nedomansky,1.726
41687,Patrick Muldoon,19.036
131439,Sarah Desage,8.54
30044,Bo Svenson,10.791
543782,Kelly O'Leary,1.4
181647,Dylan Jones,5.859
543783,Berne Velasquez,0.6
543784,Peter Greathouse,1.411
543785,Clifford Garbutt,1.528
543786,Dax,1.128
543787,Gautam Sabnani,0.6
56734,Chloë Grace Moretz,92.485
1108907,Nick Robinson,24.195
17402,Ron Livingston,58.261
74537,Maggie Siff,32.442
1167375,Alex Roe,24.256
49,Maria Bello,60.203
1094091,Maika Monroe,41.18
1379122,Zackary Arthur,14.696
23626,Liev Schreiber,27.709
1291350,Tony Revolori,41.024
2314143,Alison Moed,0.6
2314144,Mary Magee,0.6
2314145,Sasha Cutler,0.98
2314141,Cliff Morrison,0.6
2314148,David Denmark,0.6
2314146,Guy Vandenberg,0.6
1794268,Richard Locke,1.4
4393201,Lorraine Day,0.6
10859,Ryan Reynolds,63.233
19119,Mélanie Laurent,43.478
1168097,Manuel Garcia-Rulfo,32.489
1452045,Ben Hardy,27.338
1371297,Adria Arjona,55.394
54697,Dave Franco,34.182
1154054,Corey Hawkins,33.425
1259880,Lior Raz,21.16
559566,Payman Maadi,15.739
238130,Yuri Kolokolnikov,13.855
98569,Vincent Van Patten,41.009
56366,Ross McCall,27.472
1294982,Paul Walter Hauser,44.702
182038,Eileen Davidson,13.001
106644,James Van Patten,16.682
1542,Willie Garson,10.367
213315,Lucas Bryant,24.839
130129,Don Stark,54.002
25311,John O'Hurley,26.929
21549,Chad Lowe,20.971
1325731,Abbi Jacobson,18.791
2396478,Charlotte Carel,3.842
2543576,Madeline Carel,1.96
27725,Jane Kaczmarek,20.098
1478386,Dawan Owens,7.561
21561,Tim Matheson,42.152
1569165,Jen Tullock,12.915
1413361,Maya Erskine,24.951
66498,Heidi Sulzman,7.372
478,Jamie Bell,32.398
37260,Abbie Cornish,33.337
2983,Mark Strong,37.619
68985,Martin Shaw,25.554
228968,Emun Elliott,22.249
1261071,Ben Turner,6.202
122280,Aymen Hamdouchi,16.084
11276,Tim Pigott-Smith,23.362
121606,Robert Portal,4.082
1918787,Colin Garlick,1.532
113776,Sage Mears,6.655
113777,Anya Benton,5.897
113778,Jason Ellefson,1.4
70004,Greg Evigan,15.967
113779,Valerie K. Garcia,5.006
86204,Geoff Meed,10.302
95988,Jonathan Nation,3.861
113780,Riley Polanski,4.269
105374,Jude Gerard Prest,10.543
34517,Trey Parker,30.319
34518,Matt Stone,30.487
19278,Bill Hader,33.253
34523,Anne Garefino,7.084
34524,Frank C. Agnone II,10.454
212475,Vernon Chatman,11.976
1229799,Susan Hurwitz Arneson,1.4
1229805,Eric Stough,4.22
111465,Adrien Beard,16.964
1454419,Jack Shih,0.6
1601978,Nickson Cheng,1.4
1137,Juliette Binoche,36.827
1776094,Rianne Lee,0.6
1217870,Lydia Look,5.379
1456953,David Chua,1.96
1476154,Nadiah M. Din,1.4
1776095,Hamidah Jalil,0.98
1383456,Lim Poh Huat,0.6
1776096,Brien Lee,0.98
1776097,Josmien Lum,0.6
52935,John Francis Daley,51.11
6168,Austin Pendleton,14.855
13023,Colleen Camp,66.605
1491527,William Holmes,9.941
43776,Neil Flynn,29.203
84850,Justin Mentell,4.481
1823647,Christopher McLinden,4.088
1823646,Mark Lorrenz,1.96
3814051,Emmi Chen,1.932
3814054,Katie Jeep,0.6
527313,Taissa Farmiga,36.54
1088672,Ben Rosenfield,8.868
1106411,Lindsay Burdge,9.598
26852,Joshua Leonard,11.797
1287658,Jennifer Lafleur,10.419
169244,Peter Vack,22.863
58866,Dana Wheeler-Nicholson,25.805
1152932,Jason Newman,1.702
2317281,Clara Choi,0.6
2317282,Mariko Aoyama,0.6
2317283,Hiro Uchiyama,0.6
2317284,Hiromi Asai,0.6
1181361,Luke Mitchell,18.441
207401,Leven Rambin,53.922
50095,Jason Ritter,30.313
10823,Kris Kristofferson,27.706
155649,Joel Murray,27.147
34839,Kevin Gage,11.082
154917,Al Sapienza,28.976
987572,Zane Holtz,30.45
62854,Akiva Schaffer,14.116
115433,Russell Hodgkinson,6.224
8792,Lynn Cohen,20.082
1193593,Sarah Sokolovic,4.943
21359,Edoardo Ballerini,12.383
1193064,Lauren Fox,5.614
933093,Greg Bennick,1.932
928445,Ashley Nicole Anderson,2.167
123992,Rocky Mayor Anderson,2.898
123993,Matt Aune,0.788
123994,Tyler Barrick,1.012
123995,Bruce Barton,2.972
123996,Melissa Bird,0.6
123997,Dustin Lance Black,23.491
6952,Charlie Sheen,25.722
2395,Whoopi Goldberg,52.542
40481,Luis Guzmán,70.142
11150,Gina Gershon,72.557
65829,Wood Harris,16.713
52374,Bruce Davison,38.88
395517,Dahlia Waingort,5.096
58953,Faune Chambers,10.084
141525,Matt Lauer,4.083
111206,Olga Fonda,6.005
97416,Richard Dormer,24.513
553063,Wojciech Mecwaldowski,4.526
82313,Andrzej Chyra,6.319
1277198,Dawid Ogrodnik,3.179
1482162,Mateusz Kościukiewicz,2.776
37982,Agata Buzek,26.569
1491513,David L. Price,1.4
1208146,Paulina Chapko,2.304
72373,Jan Nowicki,11.676
1573857,Anna Maria Buczek,0.98
5048,Harry Dean Stanton,53.502
98051,Bret Roberts,13.314
139150,Amy Seimetz,26.366
10825,Donal Logue,21.909
1061386,Brian McGuire,5.797
1189987,Foster Timms,1.4
1582,James Duval,39.582
46814,Dale Dickey,21.431
66160,Twink Caplan,10.878
1254583,Jamie Dornan,67.703
190895,Sarah Gadon,61.804
84497,Aaron Paul,30.455
27125,Molly Parker,40.824
1420353,Aiden Longworth,15.664
17485,Oliver Platt,69.11
10767,Barbara Hershey,19.947
5473,Julian Wadham,12.844
69855,Jane McGregor,7.888
1397812,Fiona Vroom,21.319
1611583,Victor Almanzar,1.219
1100548,Shirley Rumierk,9.703
65421,Elizabeth Rodriguez,26.116
22821,David Zayas,15.651
12041,Julia Stiles,51.731
5723,John Leguizamo,41.414
1899546,Smarlin Hernandez,0.6
3458170,Paul Tully,0.6
82304,Michaël Youn,11.295
76825,Vincent Desagnat,8.145
146604,Benjamin Morgaine,8.8
140457,Dieudonné,11.507
1066467,Jurij Prette,0.6
41526,Patrick Timsit,20.112
3649256,Carla Collado,0.6
28682,Juliette Arnaud,11.901
1564883,Djibril Cissé,1.69
145300,Francia Seguy,2.744
1741295,Sean Huang,4.596
96908,Megan Lai,8.817
1473995,Darren Wang,30.786
22133,Jack Noseworthy,15.522
17380,Jay Chou,23.916
70690,Ken Lo,30.706
53922,Ed Quinn,17.55
189026,Magda Apanowicz,17.856
105900,Holly Dignard,20.78
92612,Roark Critchlow,20.45
137969,Greg Kean,5.397
87736,Brenna O'Brien,9.404
189719,Christine Willes,7.287
111924,Ryan Grantham,24.08
41436,Andrew Airlie,19.896
112558,Kaj-Erik Eriksen,31.818
54476,Jordan Prentice,10.614
3702,Sebastian Schipper,8.172
53,Peter Stormare,49.529
83866,Robert Hunger-Bühler,18.904
1210759,Anouk Wagener,1.581
26202,Nina Fog,11.305
1408433,Norman Hacker,1.588
144343,Anka Graczyk,2.353
2763475,Theresa Bischof,0.98
20089,Jena Malone,42.49
578735,JT Alexander,3.842
1485722,Damon Alexander,0.6
3266,Joe Mantegna,24.174
21403,Thomas Ian Nicholas,36.982
55257,Adam Arkin,71.833
2839,Brendan Sexton III,20.579
130782,Jessica Szohr,29.912
73127,J. J. Soria,45.379
20189,Amy Smart,58.844
19184,Mark-Paul Gosselaar,37.402
62172,Benjamin Ayres,16.007
229,Peter MacNeill,15.221
1234290,Mary Long,17.928
4568,Jayne Eastwood,20.284
1342478,Laura Miyata,26.184
1800331,Cherisse Woonsam,2.744
1226196,Joe MacLeod,3.693
44103,Richard Fitzpatrick,16.065
934,Russell Crowe,46.986
3894,Christian Bale,45.329
8949,Peter Fonda,18.942
15370,Gretchen Mol,25.53
11107,Ben Foster,12.848
424,Dallas Roberts,20.047
21088,Alan Tudyk,55.197
5025,Vinessa Shaw,22.788
33235,Logan Lerman,37.112
79072,Kevin Durand,38.85
1478271,Caroline Barry,1.4
38559,Christophe Lambert,27.774
46948,Kelly LeBrock,39.238
1239372,Julia Chantrey,5.513
1478272,Alexandra Callas,0.6
1478273,Natalia Davidenko,1.38
1478274,Katie Singleton,0.6
1478275,Jessa Campbell,0.6
1478276,Andi Morrow,1.793
1307664,Everette Scott Ortiz,1.467
1746322,Adesua Etomi,1.4
1680718,Yvonne Jegede,1.688
1920947,Ayodeji Richard Makun,1.4
1349408,Richard Mofe-Damijo,2.656
1804957,Alexx Ekubo,1.473
235507,Naama Kates,8.449
930215,Jason Burkey,5.055
1115731,Wynn Reichert,2.632
1046768,John Greer	,1.306
1193133,Wendy Keeling,3.496
1193134,David Vaughn,7.188
1193135,Michael Miller,4.014
1193136,Shearon Miller,3.368
1193137,Nathan Rogers,3.561
1193138,Justin Logan Curtis,1.286
17628,Mary Elizabeth Winstead,159.111
1230,John Goodman,38.66
17487,John Gallagher Jr.,32.64
60881,Douglas M. Griffin,14.35
8269,Suzanne Cryer,19.611
51329,Bradley Cooper,40.3
66655,Sumalee Montano,9.075
2204366,Frank Mottek,0.6
3205383,Jamie Clay,0.98
3551474,Kayla Bechor,0.98
19654,Michael Chiklis,28.366
62,Bruce Willis,63.492
956385,Meadow Williams,8.59
232,Kyle Schmid,15.861
53185,Texas Battle,13.437
1590906,Heather Johansen,6.981
1042684,Lydia Hull,24.548
1075049,Swen Temmel,12.781
1788486,John D. Hickman,5.108
2145585,Sergio Rizzuto,8.729
1385057,Heather Sossaman,6.003
31166,Henry Ian Cusick,51.265
49914,Cameron Richardson,14.981
1158832,Chasty Ballesteros,19.734
4004,Jeffrey Jones,27.473
18475,Kristen Dalton,12.663
1507448,Olivia Jordan,4.33
132355,Malcolm Barrett,13.893
94490,André Gower,15.787
74358,Kelly Sheridan,12.459
11514,Catherine O'Hara,55.102
74367,Christopher Gaze,9.677
74370,Nicole Oliver,16.428
293984,Lalainia Lindbjerg,8.859
45923,Kathleen Barr,31.738
544635,Adrienne Carter,11.746
85431,Chantal Strand,13.444
74365,Britt McKillip,10.879
570273,Maddy Capozzi,0.84
114019,Luke Evans,38.781
17521,Kelly Reilly,162.81
1388903,Olivia Chenery,5.055
142289,Jason Maza,6.084
1474690,Jill Winternitz,24.683
1979469,Benjamin Hoetjes,2.744
1294811,Skye Lucia Degruttola,3.464
2851653,Hilary Agostini,8.254
1442722,John Michael Morris,1.4
38673,Channing Tatum,56.282
20381,Jenna Dewan,24.619
15033,Justin Long,34.829
2978,Max Minghella,25.414
25072,Oscar Isaac,46.392
73457,Chris Pratt,84.476
71552,Ari Graynor,28.205
53368,Scott Porter,25.344
1813954,Eiko Nijo,3.264
119592,Aubrey Plaza,52.648
17772,Jesse Bradford,9.967
94792,Tammin Sursok,20.15
59238,Christopher Marquette,13.873
168986,Virginia Williams,18.875
78320,Bryan Callen,5.035
63234,Wendi McLendon-Covey,25.284
21731,Michael McKean,39.183
77896,Bill Bellamy,9.643
967692,Reid Ewing,22.666
1010177,Lucila Solá,7.998
1170014,Jonathan David Good,20.052
529538,Coco,1.166
25877,Roger Cross,27.454
84222,Daniel Cudmore,18.561
1355634,Pug,2.744
58058,Lochlyn Munro,37.121
1355635,Steven,0.695
387183,Sarah Smyth,26.835
4404926,Funmi Sodipo,0.6
449127,Lee Tomaschefski,2.691
203233,Rebecca Marshall,24.675
1882595,Courtney Hojenski,1.4
2578201,Avery Konrad,19.3
1223863,Sharon Taylor,15.576
53998,Nora-Jane Noone,35.122
