movie_id,actor_id
94104,38026
94104,66555
94104,4496
94104,36221
94104,119757
94104,115974
196327,1876224
196327,1876225
196327,1876226
196327,1575213
196327,121450
196327,937196
196327,1876227
196327,1876228
196327,1673250
196327,1121952
219260,208061
219260,1204043
219260,1204044
219260,1204045
219260,1204046
219260,1204047
219260,1204048
44877,34847
44877,76242
44877,82639
44877,66442
44877,148284
44877,73525
44877,2957
44877,25503
44877,19303
44877,230176
342672,1472701
342672,1254635
342672,232501
342672,1465562
342672,1223173
342672,1422975
342672,304282
342672,1606394
342672,54718
342672,1092573
274820,28633
274820,124644
274820,55086
274820,55464
274820,326
274820,113563
274820,1489611
274820,1039523
274820,1503294
274820,1503295
658739,1439101
658739,1588210
658739,2492323
658739,1700666
658739,2427476
658739,2492324
658739,2492325
50601,36669
50601,5576
50601,1271
50601,21721
50601,59192
50601,69122
50601,125628
50601,52890
50601,43202
50601,1118
286521,192
286521,3092
286521,7465
286521,38024
286521,109740
286521,6181
286521,114843
286521,1466175
286521,1186840
286521,1344349
82666,928473
82666,236749
82666,6079
82666,59899
82666,928474
82666,928475
82666,13737
82666,1000980
82666,107722
82666,1000975
59728,18992
59728,1533
59728,57136
59728,168679
59728,1654126
59728,2844
59728,550317
59728,74131
59728,1654131
59728,1654133
460218,128346
460218,1651737
460218,1411402
460218,1687546
460218,1683879
460218,1680095
460218,1861060
460218,1661025
460218,1861061
460218,1830688
324245,17881
324245,3019
324245,94476
324245,1279922
324245,17401
324245,3182568
324245,1091423
324245,53176
324245,4743
324245,1243825
491134,1977238
491134,1184805
491134,1184806
491134,2028636
76360,34517
76360,34518
76360,19278
76360,34523
76360,34524
76360,212475
76360,1229799
76360,1229805
76360,111465
76360,1454419
491627,932503
491627,117727
491627,53672
491627,37995
491627,12407
491627,1231005
491627,1451394
491627,985259
491627,1629321
491627,1294893
259954,21028
259954,1030261
259954,52442
259954,2192
259954,8924
259954,515
259954,7036
259954,1193273
259954,1655844
259954,17928
299687,56734
299687,1108907
299687,17402
299687,74537
299687,1167375
299687,49
299687,1094091
299687,1379122
299687,23626
299687,1291350
44773,41687
44773,131439
44773,30044
44773,543782
44773,181647
44773,543783
44773,543784
44773,543785
44773,543786
44773,543787
559323,2314143
559323,2314144
559323,2314145
559323,2314141
559323,2314148
559323,2314146
559323,1794268
559323,4393201
509967,10859
509967,19119
509967,1168097
509967,1452045
509967,1371297
509967,54697
509967,1154054
509967,1259880
509967,559566
509967,238130
500634,1325731
500634,54697
500634,2396478
500634,2543576
500634,27725
500634,1478386
500634,21561
500634,1569165
500634,1413361
500634,66498
347984,478
347984,37260
347984,2983
347984,68985
347984,228968
347984,1261071
347984,122280
347984,11276
347984,121606
347984,1918787
619798,98569
423087,2299
619798,56366
423087,23931
619798,1294982
423087,1223438
423087,1872214
423087,8270
423087,1281174
423087,237383
423087,1921617
423087,1921618
423087,939614
603611,2317281
603611,2317282
603611,2317283
603611,2317284
94348,80602
94348,12833
94348,28657
94348,50347
94348,37158
94348,1003
94348,11885
94348,4808
94348,18249
94348,9186
349149,37470
349149,1488057
349149,1488058
349149,1488059
349149,1488060
349149,1488062
349149,1312546
349149,1488064
349149,1488065
349149,1488067
558095,11181
558095,5309
558095,1327
558095,1647690
558095,1095524
558095,231674
558095,1510559
558095,1240353
558095,2408760
558095,56101
141635,209
141635,1031943
141635,45416
141635,31268
141635,1466419
141635,1106411
141635,101542
141635,4158
141635,1031944
141635,83858
210910,1194700
210910,1194701
210910,1194702
210910,1194703
210910,1291699
210910,1138748
210910,1291700
210910,1291701
210910,1165061
210910,1572118
329289,59238
329289,58369
329289,94791
329289,17005
329289,81698
329289,69399
329289,2320526
329289,2156921
329289,53454
329289,1436124
291495,1388731
291495,2394265
291495,1730417
291495,2077391
291495,3083856
291495,3083857
291495,3083858
291495,3083859
291495,3083860
291495,3083861
567738,55636
567738,52646
567738,99655
567738,948533
567738,1727020
567738,1166834
567738,99181
567738,154917
567738,1711569
567738,2091742
416602,82819
416602,1580
416602,47879
416602,1582
416602,150954
416602,534
416602,73590
416602,967625
416602,88106
416602,572075
75760,576211
75760,279287
75760,576212
75760,576213
75760,576214
75760,576215
75760,1892
272602,41089
272602,1326202
272602,83141
272602,164465
272602,33533
272602,555249
272602,936404
272602,1480797
272602,1480798
272602,1480799
335753,1514717
335753,1514718
335753,1514719
335753,1514720
335753,1514721
335753,1514722
335753,145168
335753,1358947
335753,1242888
335753,1242890
510689,49265
510689,1772654
510689,1138751
510689,1995458
510689,1995461
510689,1971391
510689,1995467
510689,146608
510689,1995473
510689,2934836
545836,76556
545836,77795
545836,47647
545836,79332
545836,105563
545836,74719
545836,1645299
545836,73548
545836,2121726
545836,1674959
74561,147
74561,102515
74561,102524
74561,2840523
74561,930223
74561,572127
74561,1621053
74561,102516
74561,89328
74561,123596
274480,20189
274480,26852
274480,19225
274480,70076
274480,3315
274480,57669
274480,78500
274480,1295282
274480,204445
274480,1448492
139997,7517
139997,94958
139997,221985
139997,29545
50779,8978
335,4959
335,4958
335,4765
335,4960
335,4961
335,4962
335,4963
335,4965
335,4966
335,4968
395883,7447
395883,73525
395883,2047
395883,137426
395883,557921
395883,1316023
395883,94256
395883,1674352
395883,1636737
395883,1170844
33107,55085
33107,51992
33107,1372
33107,270
33107,1458391
33107,1355765
33107,1458392
33107,1458394
33107,137424
33107,1458393
515741,87722
515741,63312
515741,114019
515741,12206
515741,1229668
515741,1980651
515741,1636490
515741,2193077
515741,1272801
515741,110422
277710,8975
277710,1462
277710,37917
277710,515
277710,74541
277710,1053170
277710,39390
277710,15370
277710,1175394
277710,14984
663414,2519042
663414,2519043
29776,113776
29776,113777
29776,113778
29776,70004
29776,113779
29776,97583
29776,86204
29776,95988
29776,113780
29776,105374
471872,1746322
471872,1680718
471872,1920947
471872,1349408
471872,1804957
155084,4451
155084,111518
155084,2372
155084,210773
155084,3201
155084,1173099
155084,19453
155084,52885
155084,16459
155084,990136
64688,21007
64688,38673
64688,60073
64688,54697
64688,71403
64688,11827
64688,9778
64688,996700
64688,51382
64688,475512
118984,529
118984,1068911
118984,79966
118984,103598
118984,88360
118984,94798
118984,123879
118984,75270
118984,1178147
118984,56347
283235,37625
283235,335
283235,4784
283235,231855
283235,129868
283235,40275
283235,524503
283235,6574
283235,1215021
283235,31528
89455,3293
89455,9642
89455,11107
89455,4173
89455,677
89455,937219
89455,2408
89455,6696
89455,937216
89455,15730
166666,17022
166666,20258
166666,4460
166666,1148272
166666,33395
166666,35425
166666,34039
166666,146859
166666,18950
166666,1148271
505914,1281072
505914,88229
505914,1547251
505914,2158227
72331,239996
72331,55470
72331,53650
72331,17628
72331,17328
72331,60205
72331,20982
72331,565500
72331,22125
72331,565501
289723,98351
289723,101624
289723,12975
289723,1218174
289723,62715
289723,84218
289723,171584
289723,1358978
289723,1358979
289723,112532
97724,139329
97724,1014880
97724,1014881
97724,1388653
97724,1388654
97724,119713
97724,1388656
97724,1388657
97724,1388658
97724,1388659
45725,134082
45725,134083
45725,1219598
45725,1063
45725,61980
45725,1673616
210947,1194750
210947,1194748
210947,1194749
210947,1205435
210947,1205436
210947,1318680
210947,1318681
210947,1462297
210947,1462298
210947,1462299
188839,1837942
188839,139619
188839,18315
188839,820
188839,74957
188839,37149
188839,82102
188839,188370
188839,13021
188839,1241339
94818,6719
94818,6715
94818,51300
94818,1038661
94818,86273
94818,576223
94818,37206
94818,65833
94818,1038662
94818,1038663
177699,4581
177699,17782
177699,9143
177699,155527
177699,29236
177699,17123
177699,6971
177699,1308934
177699,229606
177699,191601
347538,1180198
347538,990513
347538,1086827
347538,1485616
347538,106820
347538,75659
347538,1551044
347538,1222801
347538,520367
347538,2061031
483006,1910990
483006,1910992
483006,928458
483006,1268091
483006,2038791
483006,2038792
483006,2038793
483006,2038794
513510,129928
513510,170635
513510,1205388
513510,24046
513510,1003386
513510,2178796
513510,1411406
513510,1001687
513510,1547858
513510,1969640
324253,533061
324253,11370
324253,3284
324253,1012977
324253,4719
324253,1517745
324253,61109
324253,1517746
324253,1517747
324253,1517748
389371,131683
389371,108900
389371,120638
389371,545137
389371,1097436
389371,1178678
389371,8770
389371,134220
389371,93722
357424,1503535
357424,1503534
357424,1503536
357424,1375341
357424,1858110
357424,1746620
357424,1945905
357424,1791487
357424,1945906
357424,1325518
109125,1306341
109125,136098
109125,1306342
109125,99911
109125,1192948
109125,100381
109125,1085501
109125,1306343
109125,1306344
109125,1037151
550156,84407
550156,211492
550156,1685356
550156,16859
62219,585
62219,78551
62219,107637
62219,120243
62219,234992
62219,147
62219,110848
62219,234990
62219,234991
62219,94381
345003,1478271
345003,38559
345003,46948
345003,1239372
345003,1478272
345003,1478273
345003,1478274
345003,1478275
345003,1478276
345003,1307664
159014,14313
159014,1179599
159014,26482
159014,564886
159014,1074152
159014,1934645
159014,182102
159014,1428
159014,1182683
159014,73931
295588,207509
295588,1368829
295588,32747
295588,205335
295588,57674
295588,19152
295588,156237
295588,59206
295588,23881
295588,17874
216412,108919
216412,2682
216412,1016151
216412,543523
216412,944176
216412,1362530
216412,59743
216412,1120699
216412,1272291
412186,1466820
412186,1440271
412186,3280290
412186,3280291
412186,3280292
412186,3065776
412186,2159214
412186,1428032
412186,3280293
53182,38664
53182,10912
53182,17286
53182,208296
53182,1371
53182,17289
53182,85065
53182,17290
53182,766
53182,17291
640882,4987
640882,61114
640882,2464
640882,536
640882,17743
640882,1224022
640882,82103
640882,2464006
640882,2464007
640882,95984
431580,1181303
431580,1181320
431580,1926
431580,1280881
431580,1453790
431580,34490
431580,10075
431580,1874099
431580,936666
431580,20904
426227,39388
426227,116579
426227,11067
426227,80619
426227,162754
434596,16940
434596,54738
434596,47281
434596,25382
434596,222121
434596,883
434596,428440
434596,13936
434596,112562
434596,1157294
565348,569
565348,55422
565348,88819
565348,1660452
565348,59014
565348,1293892
565348,74538
565348,32887
565348,82340
565348,2708932
471515,20750
471515,1885228
471515,1121961
471515,82417
471515,77209
471515,111931
471515,1448194
471515,1689089
471515,1451346
471515,3139308
538604,2120829
538604,1373304
538604,444211
538604,1667722
538604,964679
538604,1781962
538604,131772
538604,170635
538604,56871
538604,936403
158994,1295362
343139,1150001
343139,1150002
343139,1150003
343139,1150005
343139,2695385
343139,1776779
343139,1452274
343139,1489024
343139,2233382
343139,225059
20786,69122
20786,23958
20786,36631
20786,28410
20786,49424
20786,2713
20786,41249
20786,36068
20786,53516
20786,66636
218778,4495
218778,9278
218778,1198286
218778,112476
218778,220064
218778,1581096
218778,1581097
218778,1186940
218778,98285
218778,52119
381020,1784448
381020,1784449
381020,1784450
381020,1784451
381020,1784452
381020,1784453
381020,1235129
1034940,1003260
1034940,1449871
1034940,2811526
1034940,3738649
1034940,3738651
1034940,4033208
1034940,4341732
1034940,4341735
1034940,19866
1034940,2355192
374020,227249
374020,121777
374020,108686
374020,1004776
374020,225446
374020,1327956
374020,1082060
374020,225431
374020,550403
374020,1553181
222936,51329
222936,54693
222936,53714
222936,1532
222936,17697
222936,62862
222936,7447
222936,121718
222936,1274508
222936,1457461
354382,1218592
354382,212044
354382,164280
354382,106187
354382,1544176
354382,1904707
354382,118907
354382,18750
354382,39112
354382,94436
550156,1423440
550156,1836649
550156,2346387
550156,2536757
550156,2623970
550156,3914284
326285,3061
326285,6161
326285,501
326285,11064
326285,20899
326285,17283
326285,1332680
326285,27125
326285,1181426
199734,52935
199734,6168
199734,13023
199734,1491527
199734,43776
199734,84850
199734,1823647
199734,1823646
199734,3814051
199734,3814054
209604,235507
209604,930215
209604,1115731
209604,1046768
209604,1193133
209604,1193134
209604,1193135
209604,1193136
209604,1193137
209604,1193138
1026563,2545932
1026563,79288
1026563,1760905
1026563,3781491
1026563,105217
1026563,3798606
1026563,1405734
1026563,1151479
1026563,2543169
1026563,1210310
535292,172069
535292,23459
535292,18999
535292,1388314
535292,60900
535292,65827
535292,2957
535292,163731
535292,118388
535292,1255388
62522,55638
62522,22122
62522,74615
62522,15564
62522,59154
62522,58924
62522,52116
62522,103944
62522,66145
62522,98399
252178,85065
252178,16702
252178,220448
252178,589650
252178,563559
252178,1290466
252178,1356630
252178,97416
252178,1189005
252178,41044
285181,63769
285181,28675
285181,927769
285181,47175
285181,1277975
285181,67921
285181,589175
285181,1411016
285181,35077
285181,543366
475759,543530
475759,1509617
475759,83097
475759,573311
475759,1893945
475759,1565202
345875,12261
345875,131871
345875,1173
345875,1558984
345875,167577
609734,52442
609734,64295
609734,84407
609734,205797
609734,19537
609734,83522
609734,57116
609734,144577
609734,1529436
609734,558517
521862,33663
521862,1004584
521862,2181238
521862,2181239
521862,2181243
521862,216674
521862,2181249
521862,2181254
521862,2181256
521862,2181262
38050,1892
38050,5081
38050,21134
38050,53650
38050,50217
38050,28641
38050,83222
38050,1124488
38050,1124489
38050,1232567
407636,60949
407636,53929
407636,77075
407636,1486717
407636,78798
407636,155397
407636,61308
407636,571328
407636,16151
407636,79051
82700,120724
82700,2888
82700,2598
82700,37153
82700,12797
82700,571418
82700,55472
82700,62879
82700,142193
82700,62562
302828,10993
302828,39520
302828,105727
302828,1385217
193173,1150001
193173,1150002
193173,1150003
193173,1150004
193173,1150005
193173,1150006
193173,1573231
193173,2490939
193173,1489024
193173,1776780
381063,1133592
381063,239107
381063,1520271
259958,17628
259958,25129
259958,38951
259958,972883
259958,61659
259958,85484
259958,52933
259958,15543
259958,305993
259958,966099
456098,11160
456098,27763
456098,1072882
456098,7401
456098,9629
456098,62842
456098,58112
456098,60116
456098,1525268
456098,112049
462723,4430
462723,3417
462723,9560
462723,10696
462723,51998
462723,211993
462723,58723
462723,451684
462723,10839
462723,1475133
63139,11477
63139,62644
63139,16214
63139,16217
63139,75330
63139,77109
63139,65421
1148969,1379379
1148969,1592680
1148969,1508206
1148969,4060453
1148969,1044087
1148969,3815732
1148969,2059296
1148969,127825
1148969,3134103
1148969,1283716
258509,11662
258509,15033
258509,98285
258509,5661
258509,49915
258509,53862
258509,70696
258509,1772
258509,18979
258509,54722
858185,3186923
858185,1082405
858185,98724
326285,1548297
621476,41556
621476,51995
621476,1078613
621476,117087
621476,77277
621476,1684130
621476,1229684
621476,1367322
621476,155687
621476,2130720
45792,70696
45792,16859
45792,65409
45792,118756
45792,78463
45792,206926
45792,109784
323674,527313
323674,1088672
323674,1106411
323674,26852
323674,1287658
323674,169244
323674,58866
323674,1152932
552865,19654
552865,62
552865,956385
552865,232
552865,53185
552865,1590906
552865,1042684
552865,1075049
552865,1788486
552865,2145585
48015,139836
48015,10993
48015,139834
48015,139835
48015,1035905
48015,28743
48015,24743
48015,1035903
48015,12764
48015,1035904
75654,517973
75654,576250
75654,576251
75654,576252
75654,1491034
75654,162926
75654,2009462
75654,142184
75654,576254
75654,550358
40807,24045
40807,19274
40807,84223
40807,18997
40807,4492
40807,41746
40807,41436
40807,40009
40807,89551
40807,211540
639133,83225
639133,35981
639133,43599
639133,21049
639133,76795
639133,1946959
639133,1499555
639133,2024292
639133,1863566
639133,1921143
1219203,5004
1219203,53480
473072,7499
473072,30082
473072,110322
473072,63362
473072,1006807
473072,1883460
419473,17306
419473,213001
419473,65717
419473,220573
419473,170906
419473,164094
419473,1102500
419473,1154221
419473,75613
419473,1226618
260386,97600
260386,77321
260386,1133678
260386,1593546
260386,1347970
260386,37011
260386,111510
260386,97902
260386,1471504
260386,886142
199556,9777
199556,2684
199556,1128157
199556,1060289
199556,1085683
199556,123540
199556,557286
199556,1328711
199556,1328712
199556,1328717
75674,41901
75674,53257
75674,84754
75674,1331887
75674,14331
75674,20563
75674,1025651
75674,84760
75674,8270
75674,1025647
429300,94185
429300,237455
429300,218563
429300,5533
429300,1970052
429300,2176646
429300,2176651
429300,2176652
429300,2176653
429300,2018631
699673,2623194
699673,2623195
699673,1688296
699673,2623196
699673,2623199
699673,2623197
699673,2623198
699673,2623200
699673,2623201
261770,1088672
261770,212686
261770,61186
261770,122616
261770,20767
261770,92999
261770,968350
261770,53260
261770,7428
261770,16407
156708,17696
156708,36594
156708,144009
156708,43775
156708,174514
156708,200237
156708,55554
156708,113224
156708,26998
156708,298410
358238,154997
358238,1064
358238,33716
358238,59882
358238,1505364
358238,1048566
358238,1505369
224923,1210425
224923,143049
224923,1210428
224923,1210429
224923,1210430
224923,1210431
224923,1900661
224923,3875106
224923,1210433
224923,1455796
528911,2063651
528911,1340664
528911,177403
528911,1591212
528911,1537084
528911,2022080
528911,1529205
528911,2070277
528911,2705485
528911,1328004
70448,10871
70448,34199
70448,44810
70448,9292
70448,48312
70448,16052
70448,406191
70448,558934
70448,564629
70448,1432579
40657,32799
40657,240354
40657,240355
40657,240356
40657,86572
40657,240357
40657,240358
40657,240359
40657,240360
40657,240361
389630,3897
389630,1252003
389630,1538801
389630,21125
389630,36422
389630,112143
389630,1686660
389630,1814288
389630,6751
389630,20750
334522,7056
334522,2039
334522,3872
334522,52398
334522,2343
334522,1037348
334522,1086352
334522,571188
334522,129215
334522,928468
326416,144311
326416,1184849
326416,255430
326416,79124
326416,1048692
326416,200658
326416,82638
326416,1616922
326416,1527666
326416,3186588
515387,27737
515387,1979101
515387,2012682
515387,1147877
355727,1601978
355727,1137
355727,1776094
355727,1217870
355727,1456953
355727,1476154
355727,1776095
355727,1383456
355727,1776096
355727,1776097
333371,17628
333371,1230
333371,17487
333371,60881
333371,8269
333371,51329
333371,66655
333371,2204366
333371,3205383
333371,3551474
342737,516
342737,1485770
342737,45400
342737,18050
342737,8289
342737,15675
342737,78237
342737,1753976
342737,2744567
342737,94431
42941,31168
42941,18658
42941,59263
42941,113563
42941,6195
42941,102744
42941,72099
42941,134607
42941,134608
42941,102315
274906,67758
274906,143280
274906,57219
274906,1436077
274906,1538885
274906,72873
412188,1486477
412188,2047
412188,1697554
412188,39970
412188,1697555
412188,2791870
65050,108216
65050,237225
65050,225388
65050,1419066
65050,565890
65050,237970
65050,144787
65050,1163172
65050,1337207
65050,584210
126509,219861
126509,102786
126509,1508927
126509,1637650
126509,2722317
126509,2722318
126509,2414416
126509,2722319
467924,2641
467924,7004
467924,205797
467924,1945793
467924,1945794
467924,1945795
467924,1168858
467924,1945796
467924,1274539
467924,1553308
455236,78110
455236,56614
455236,45827
455236,64856
455236,11007
455236,1168704
455236,19839
455236,59076
455236,975
455236,1717916
51823,18992
51823,1271
51823,16214
51823,72132
51823,7007
51823,10843
51823,68559
51823,11150
51823,71913
51823,10361
73452,54470
73452,23882
73452,1062
73452,51533
73452,214256
73452,157085
73452,1095272
73452,66580
73452,47879
73086,561602
73086,561601
73086,56255
73086,550403
73086,483327
73086,561597
73086,561600
73086,147545
73086,561598
73086,136423
292022,87295
292022,72055
292022,1025021
292022,99235
292022,531571
292022,1246933
292022,1222082
292022,1368206
292022,97906
292022,76727
214256,195525
214256,1155724
214256,1180907
214256,89387
214256,1463666
284674,4886
284674,938
284674,65345
284674,5009
284674,164114
284674,221085
284674,1366806
284674,53324
284674,1649802
284674,1517978
511785,1885228
511785,1716494
511785,1860831
511785,1375795
511785,2099497
511785,1466581
511785,2067897
511785,1358460
511785,49824
511785,220038
415085,83854
415085,543261
415085,28638
415085,41421
415085,1105711
415085,42746
415085,2475585
415085,2400363
415085,2463872
415085,2463870
510452,24893
510452,35137
510452,21177
510452,76858
510452,1179908
510452,100745
510452,1674833
510452,64210
510452,2096676
510452,1165008
430124,15838
430124,1641970
430124,1752
430124,1383717
430124,1722546
430124,1722547
430124,1785797
430124,1785799
430124,1046872
430124,1785803
12819,15033
12819,17265
12819,2778
12819,2047
12819,1211
12819,1063149
12819,14723
12819,87440
12819,60633
12819,1227849
376581,21593
376581,90755
376581,63661
376581,67600
376581,1591489
376581,6106
376581,1570684
376581,58368
376581,63235
376581,177508
515333,548375
515333,2694
515333,15566
515333,31137
515333,1224608
515333,1612716
515333,1524797
515333,1866450
515333,2015765
515333,2015767
515387,1690803
515387,3080633
515387,3612002
515387,3612061
70862,5694
70862,3110
70862,4610
70862,1234753
70862,31155
70862,4600
70862,99916
70862,44765
532163,59192
532163,6168
532163,154917
532163,62854
532163,8792
532163,1193593
532163,21359
532163,1193064
532163,933093
532163,928445
302666,1385057
302666,31166
302666,49914
302666,1158832
302666,4004
302666,18475
302666,1507448
302666,132355
302666,94490
302666,77321
407806,1700943
407806,938972
407806,1236595
407806,1813607
407806,102649
407806,1700945
407806,1947748
407806,1212959
407806,1700948
407806,1700949
470114,569
470114,78879
470114,220448
470114,585
470114,1332516
470114,97599
470114,15498
470114,1924897
470114,1936948
470114,2603
109410,172069
109410,3
109410,87243
109410,22227
109410,57136
109410,155
109410,459980
109410,21088
109410,184581
109410,164205
343795,7517
343795,17244
343795,1488908
343795,1488909
343795,1378650
343795,1279102
343795,96881
343795,20309
343795,99253
343795,1386122
332502,1046143
332502,17271
332502,31837
332502,78431
332502,59216
332502,56385
332502,2104800
332502,204913
332502,56732
332502,14427
246400,39516
246400,39517
246400,996617
246400,1295160
246400,1295161
246400,1295162
246400,1295166
246400,1295167
246400,12207
246400,5538
470401,430313
470401,1900229
470401,1900230
470401,1900231
470401,2237977
470401,2237979
470401,2237980
470401,2237981
470401,2237983
470401,2237984
501922,190919
501922,1646073
501922,2976562
501922,2976563
501922,1195707
501922,1859698
501922,2976567
501922,2976568
501922,2976570
501922,4005168
1023,1019
1023,4455
1023,4458
1023,15085
1023,1018
1023,15086
1023,15087
1023,15088
1023,588175
1023,1115156
144340,56323
144340,196181
144340,1046140
144340,1392152
144340,1023253
144340,21369
144340,22226
144340,12900
144340,187734
144340,60021
514921,37632
514921,72855
514921,14011
514921,1320609
514921,1227717
514921,155530
514921,25665
514921,20239
514921,77287
514921,2368172
101501,22252
101501,62596
101501,1027829
101501,97815
390051,1100
390051,59233
390051,11825
390051,1753210
390051,117087
390051,1023800
390051,12797
390051,203516
390051,42993
390051,577478
57556,223181
57556,227160
57556,1037287
57556,1355508
57556,223185
57556,1157410
57556,223187
57556,1364869
57556,1345076
57556,932251
