writer_id,writer_id
15488,15490
59,61
3490,15490
61,66113
61,524
8844,1264840
84414,930629
239,486
239,162931
239,1216660
239,165843
16483,1407281
17697,1407281
7775,64746
586955,1151351
56205,168770
168770,985032
168770,1172366
39189,2004848
59,3776
1437576,2004848
5470,80586
59,27977
59,1650
59,3125
59,37626
1049919,1081569
1049919,1081445
223330,1049919
1049919,1688651
372,515
372,569
372,736
280,372
372,19665
372,488
372,510
202,60585
202,1243
202,9281
42,202
202,52849
202,1461
201,202
202,5953
202,53684
202,5602
202,30614
202,1299057
202,5129
202,1776
30614,1833768
15217,20457
11701,20457
31,20457
488,20457
2283,82511
57755,82511
82511,1136517
1300,10567
10567,82511
10567,35796
2036,17039
569,8685
2690,8685
488,8685
222330,933739
90,5216
90,98
23799,96172
62978,76242
62978,1969405
990,62978
22226,52934
9281,22226
22226,23626
22226,58689
22226,41088
449,22226
19274,22226
22215,22226
21007,22226
22226,70301
21463,22226
22226,41039
41091,70301
22214,22226
23626,70301
22226,51329
9994,70301
19850,70301
15070,20355
20355,97819
3490,20355
33312,89628
9033,33312
33312,149495
3087,33312
31,33312
33312,184581
488,33312
38418,38419
3026,52599
17051,39725
3027,39725
21007,39725
39725,78160
466505,1680840
22215,1680840
41039,1680840
35028,1680840
17051,466505
291263,466505
22215,466505
35028,466505
880,144221
2357,15892
1532,2357
1810408,2098025
1593336,2098025
17835,1236982
1236982,1237931
1222241,1236982
11090,31493
138,31493
31493,137467
26190,31493
280,31493
940632,1810408
234817,1224115
564,1224115
65727,113642
2675,76686
2128,2675
9888,73724
3893,15217
2710,3893
3893,77277
3893,10828
525,3893
3893,24045
3893,211962
3893,23446
3893,1300274
2386,3893
929825,930707
207132,930707
131680,930707
930707,1577092
930707,1020013
55474,58063
2690,58063
76082,84451
11770,1217029
108,1217029
23446,1217029
488,1217029
524,1217029
1032,1217029
13474,1217029
510,1217029
1223,1769
1769,4429
1769,80591
1769,95977
1769,13235
138,1769
1769,17242
1769,38803
1769,6201
1769,5953
1769,72125
1532,1769
524,1769
1769,1193602
1769,28866
1769,1776
510,1769
1769,10757
52849,70940
11993,70940
13333,70940
94916,94917
1177552,1555061
19242,57113
819,19242
3288,19242
9656,240740
129921,240740
15218,16848
15218,40223
15218,83854
15218,19975
15218,57113
15218,72724
14999,15218
15218,19536
15218,1471841
9281,15218
15218,16483
15218,18355
15218,95024
15218,35796
15218,543261
15218,78021
15218,51329
51679,1193598
1193597,1193598
11011,99363
11011,12891
6818,11011
819,11011
11011,74624
70818,996331
224875,929616
77295,78110
55710,72638
3634,72638
15175,72638
45400,72638
1617,72638
19014,62635
18313,62635
62635,1215399
1032,62635
366,72638
72638,145130
488,72638
67773,72638
2294,23880
5723,23880
879,23880
23880,60950
23880,64856
11108,1424212
11864,1815294
57408,1138001
56856,1138001
3027,1247264
205379,1247264
1214366,1247264
1214367,1247264
37917,1295292
1106745,1295292
52479,1295292
40476,1016214
15488,1016214
94264,1006148
1201865,2056299
1037997,1079368
129561,1037997
107766,1037997
47506,168309
36603,47506
12995,47506
15218,47506
28974,47506
47506,1293994
47506,149495
47506,161839
47506,167784
32278,47506
33045,47506
17039,47506
47506,1213074
62946,1190264
1190264,1219692
64829,101903
84416,84417
39189,84417
1524,84417
16483,52968
10828,1407486
80591,1407486
1229796,1407486
21007,1407486
24,1407486
67776,1407486
57327,1407486
57328,1407486
69051,928396
67758,69051
64813,142618
45405,45407
45407,1155547
45407,221944
21339,120254
9033,21339
2228,21339
508,21339
366,21339
21339,54472
21339,73289
5281,51864
51864,1041394
1896,51864
1056121,1151834
98,51864
1056121,1485107
16483,1056121
1056121,1639084
12208,101386
57637,101386
41091,143258
3027,143258
6431,143258
524,143258
36669,143258
2034,1246154
150607,1246154
1081445,1085903
41088,1045176
1893,1045176
79362,204962
5281,91585
102445,119665
3776,65452
564,65452
525,65452
11701,65452
65452,119294
65452,204962
12238,65452
68,65452
65452,69488
12718,65452
129097,1081445
224,1081445
66228,1081445
1081445,1137824
92012,1662226
76999,971273
42378,1498879
42380,1498879
971273,1140238
40863,971273
971273,1001384
31,971273
62831,971273
42378,42380
129945,1024823
2228,466391
30614,466391
2127,142686
62768,142686
4027,142686
11770,142686
19850,142686
95320,95321
10859,95320
56856,95320
66605,1285174
5656,1285174
1285174,1586169
139135,1285174
1001384,1031944
102445,1001384
1001384,1033654
564,1001384
1243,1001384
81856,222330
16379,81856
81856,84369
105435,130030
1032,105435
62635,1187819
1187819,1222225
99898,1187819
1187819,1222224
129097,1098477
1098477,1098478
1098477,1176124
1098478,1176124
224,129097
20019,129097
515,131680
131680,466391
3893,131680
12891,131680
19866,131680
54441,131680
9281,131680
131680,211962
880,131680
1274506,1780427
2127,90591
2128,90591
90591,1214473
45416,60949
2303,71797
1032,71797
880,45416
1892,45416
40863,1033654
16860,1033654
592318,1033654
5602,1033654
1032,1033654
115033,1680840
22038,115033
11770,115033
55075,115033
17880,115033
1776,16214
12995,18189
15345,18189
18189,77357
18189,32278
366,18189
18189,1137903
3950,18189
108,98631
1706,98631
98631,139150
98631,1828555
208113,1182669
53708,1581913
1581913,1795072
1213167,1581913
78160,1581913
51533,1581913
11614,77147
19311,77147
15033,54781
21134,54781
3950,54781
33045,54781
17051,81918
17051,51918
17051,41091
17051,77357
3027,17051
17051,84414
17051,51736
5216,17051
17051,41088
17051,19274
17051,69122
2228,17051
10959,17051
17051,62862
17051,21007
17051,52139
524,17051
17051,41039
17051,88029
17051,54697
1963428,1964488
13333,1964488
54441,1963428
13333,1963428
23659,83873
55710,83873
83872,83873
83873,1001113
83873,1221716
59410,83873
7132,83873
83873,111683
77089,83873
23659,83872
55710,83872
22226,83872
83872,1001113
41091,83872
83872,1221716
83872,177475
59410,83872
83872,220088
7132,83872
13524,83872
83872,524128
77089,83872
56323,83872
132963,132964
1723,2710
1723,1725
1723,29378
1243,1723
1723,20801
1723,151295
1723,8328
1723,16483
138,1723
1723,39012
1723,12238
1108,1723
1723,19665
1090,1723
1723,1222278
24,1723
1723,1776
1723,37426
47506,1018106
4937,1018106
64856,1018106
648,9747
1243,893462
147540,893462
1032,893462
16847,23799
138,23799
1461,23799
23799,1215399
8297,23799
1032,23799
10828,91784
14999,91784
57581,91784
11614,95321
76422,95321
10859,95321
5216,95321
5281,72024
1896,72024
1461,17510
564,995326
2176,995326
7482,9747
3556,7482
7482,133258
77950,81918
77951,81918
19274,81918
54697,81918
515,729
729,7056
729,90037
42993,64471
679,64471
557100,1368897
8780,208990
208990,1107439
69051,1107439
58225,132856
2228,58225
58225,132857
819,58225
524,58225
51329,58225
17439,162371
23659,162371
17051,162371
83872,162371
58225,162371
59410,162371
2228,162371
212,162371
162371,208519
524,162371
51329,162371
177475,1001113
3288,151092
9964,102445
488,9964
1776,9964
21339,84763
1236982,1405880
158735,190473
7630,1393787
10859,1393787
52443,1393787
211962,1393787
366,1393787
19303,1811738
4429,9888
2303,9888
9888,22461
89026,1220917
55873,1220917
3027,61950
113915,124280
113915,985161
124280,220303
124280,930254
84414,124280
89026,124280
124280,211962
23446,124280
113914,124280
34934,1211813
16384,34934
32278,34934
55710,1474332
73155,1602979
14386,73155
3125,73155
73155,212208
73155,1136517
33192,75131
75131,114334
33192,114334
20374,114334
114334,114335
1032,114334
2034,87257
39,87257
87257,223516
3027,87257
87257,1281190
57755,87257
76070,87257
87257,1023483
223516,1055231
10828,1055231
280,2163
38792,206410
206410,1161593
206410,220088
31,206410
206410,1141766
37268,239672
6056,181096
19311,80675
9281,80675
21032,80675
15557,80675
4027,80675
35796,80675
80672,80675
80675,1299642
3634,19311
15557,19311
19311,67758
19311,1411697
19311,1107296
566273,1147923
41091,1152054
174514,1152054
63234,1152054
2228,1152054
1892,1152054
4760,9147
4760,97296
71943,71947
14386,71947
42138,71947
71947,183230
71947,113914
564,59918
564,569
564,66113
564,1650
564,6163
39,569
59,569
569,1652371
569,69845
569,3225
569,54469
569,55499
569,3634
569,1035
569,45400
569,5723
569,11218
569,11770
569,67758
569,138781
569,64194
569,41670
569,7132
569,87672
569,2690
569,35028
569,5470
1725,59583
1725,9747
1725,7671
1725,39819
1725,8328
1725,65237
1725,16384
1725,545572
1725,1726
1725,53276
1725,1203848
75286,1641679
2303,1641679
15175,110833
12891,15218
12891,47506
12891,1130788
488,12891
12891,117642
12891,51533
86626,1020767
19274,86626
86626,132857
1532,86626
41039,86626
86626,1059572
44735,86626
110283,1152005
136495,1152005
859754,1152005
45421,1152005
1044255,1152005
34110,1152005
1893,1152005
5090,1152005
15175,164554
42,164554
19975,51298
19975,78439
515,7270
3431,7270
7270,57755
1650,7270
7270,67752
110,28902
28902,55636
211845,212285
14,212285
39189,84416
1524,84416
82885,131870
45400,82885
82885,184581
72024,1371247
1371247,1407486
15892,1371247
1152,12833
4027,12833
31,12833
1892,12833
6163,12833
95573,95575
4937,95573
151131,1221053
3776,1320818
31268,146745
7132,146745
3064,77775
54472,77775
73289,77775
348,57271
2294,11159
138,2294
2294,11770
2294,16384
2293,2294
19292,24173
24173,109708
880,24173
24173,41670
1896,24173
21526,24173
488,24173
24,24173
82335,82337
37917,82337
82337,1115333
16863,82337
82337,98522
939336,939337
12208,101389
101386,101389
211845,543261
211845,1220479
98104,939337
63772,224610
12208,69233
5281,305750
88967,305750
5281,1056121
1243,5281
4429,5281
564,119665
1243,112588
112588,994970
1652371,1932179
1179651,1652371
1474798,1474799
1344622,1474799
1474799,1603020
1344622,1474798
1474798,1603020
2034,19866
19866,32250
19866,90607
1957,19866
23799,92327
51329,170432
39104,213357
3225,213357
4937,213357
213357,1968322
879,213357
11401,213357
76242,2380389
1056121,2380389
5281,2380389
1032,2380389
1243,3776
1243,11090
1243,1031944
1243,65452
1224,1243
564,1243
1243,86626
1243,78188
1243,56539
1243,5655
1243,3027
1243,2632
1243,23626
1243,1044255
1243,16376
1243,21678
1243,37917
1243,16483
1243,3634
138,1243
1243,98103
1241,1243
1243,5656
1243,45400
1243,53708
1243,52443
1243,52849
309,1243
1243,73421
1243,59410
1243,74159
1243,2228
1243,10439
1243,933558
1243,54240
1243,41670
1243,12900
1243,52139
1243,8688
1243,5367
488,1243
1243,12219
1243,90492
1032,1243
1243,3490
1243,78160
1243,139135
1243,67773
1243,54472
1243,1776
1243,994970
1243,44735
84981,440517
74655,209513
2128,139098
30614,139098
139098,1076793
51329,139098
53240,139098
19975,64295
64295,983909
9562,64295
24,64295
64295,94471
1702842,1702843
144009,1251586
62861,1251586
102109,148804
3905,148804
19536,52358
16847,52358
79279,203285
39657,1041394
1041394,1572145
11325,1041394
17087,1402972
40863,1394802
1302549,1491121
1617,1302549
1194205,1302549
488,1302549
1181319,1491121
122517,1491121
56718,1491121
5970,92015
4429,92015
1776,92015
43527,262707
78040,430997
3026,78040
23227,28974
3027,28974
7087,28974
28974,161839
5602,28974
28974,120015
28974,1214366
28974,1214367
11449,28974
73421,1342445
77089,1463156
3776,98103
98103,105435
98103,211845
98103,104561
4937,98103
98103,116267
4762,98103
14887,98103
76070,98103
280,98103
21007,98103
98103,98104
44735,98103
145305,152414
6211,57835
6201,57835
99363,983909
66549,983909
61855,983909
3225,983909
983909,1448221
34050,983909
13235,983909
983909,1423660
3388,983909
13524,983909
6575,19656
19656,1284159
19656,24045
143593,1425642
23659,189230
58225,189230
28898,132841
3027,589761
562141,1211636
56262,562141
166776,934281
41088,166776
35595,166776
114470,166776
44735,166776
78040,235548
15912,20213
19852,20213
20213,35028
21134,23766
23766,27518
23766,27519
12208,29783
29783,57637
29783,44735
11108,1055220
1157091,1157092
8447,145181
30614,145181
30586,30614
1170861,1170863
57692,86626
2632,57692
16377,57692
16846,57692
1652371,1982215
510,9562
11108,47730
47730,1227439
4581,45053
45053,1137903
39,2283
2283,146459
1243,2283
2283,7056
2283,36589
2283,23626
2283,556172
2283,21134
108,2283
2283,23446
31,2283
2283,4566
488,2283
2283,17697
2283,44735
7,11092
7,569
7,12891
7,12890
7,84496
7,16961
7,16384
7,7929
7,519
14999,73424
71082,1200558
524,1309008
1480594,1480595
119153,1721377
1040896,1465349
564,56411
56411,56412
5281,5294
5281,177532
1241,5281
5281,11218
5281,122423
819,5281
5281,36811
1158,5281
488,5281
1032,5281
5281,51329
1342445,1676969
3634,48567
24049,59331
18897,20801
12094,1030255
10828,39516
48567,1030255
236413,1030255
10828,1246154
10828,114016
10828,11218
108,10828
10828,76070
24,10828
223,10828
10828,51329
10828,1137824
1032,33349
23659,99410
55710,99410
16359,54441
116881,130514
15070,16848
15070,97819
68,10620
2303,10620
59,229568
16379,40863
16379,18189
14597,16379
5216,16379
1035,16379
16379,940376
16379,19303
16379,30614
8297,16379
16378,16379
16379,41039
16379,76245
16379,586998
558860,1198724
76070,558860
44735,558860
37526,78188
45400,78188
2838,78188
30715,78188
78188,78190
56349,1296503
3027,1296503
1776,56349
525,527
527,1497967
15488,229604
525,136495
525,15217
525,77863
525,10828
525,204962
525,1158
488,525
525,1032
525,137427
53117,169730
51329,169730
455,85203
3027,74752
5014,39012
5014,18910
488,5014
26852,1140238
26852,76999
26852,31268
38785,48567
26076,38785
8328,161354
15345,564940
28974,564940
44789,161354
80591,1020767
55499,564940
150,1020767
27,564940
137427,564940
4760,981823
98,981823
94342,1544170
17835,23659
17835,39189
2632,17835
16376,17835
17835,47730
17835,52849
16377,17835
13524,17835
11108,17835
5741,17835
39,122029
1498662,1593336
4429,1432635
201,4429
2838,4429
4429,76070
150,4429
2303,4429
1532,4429
14172,185438
14172,56323
51329,1577092
55536,170820
57113,1020013
25210,57113
57113,1080778
17880,57113
53240,57113
510,57113
7018,55536
41091,55536
10859,55536
55536,63234
55536,177532
55536,1141683
1532,55536
55536,116805
41039,55536
70675,99436
55934,71082
55934,89847
55934,204962
55934,84740
280,55934
55934,1052583
55934,1097660
55934,89843
55934,55936
4385,99436
2294,99436
138,99436
11401,99436
58709,81850
6201,33192
33192,71872
5294,7018
5294,71947
5294,12891
5294,51864
1243,5294
1012,216656
5294,70500
12219,216656
5294,15277
210160,216656
5294,5872
5294,79434
5294,55499
5294,940376
2283,5294
3224,5294
5294,11218
5294,1192893
5294,43141
5294,6046
5294,1508314
5294,23446
5294,108346
1896,5294
488,5294
5294,42138
5294,44735
929825,1191348
5602,1191348
30715,1191348
1294862,1711826
543261,1294862
4762,91569
59803,137262
11701,59803
21879,59803
15812,59803
19416,59919
5953,19416
19416,1138699
38792,56041
56041,59803
56041,137262
15810,56041
15811,56041
2216,56041
12824,56041
54051,56041
15812,56041
56041,65599
56041,65600
4760,980284
56205,980284
9147,980284
23799,32030
16379,32030
19303,32030
16378,32030
188403,1238434
10757,188403
61327,69342
89847,1286797
152463,1238434
5281,204250
1238434,1284159
80591,132964
37917,132964
132964,2202398
879,158938
6046,1323533
31,1323533
3288,1323533
488,1323533
73460,1323533
5470,1323533
6732,6733
6730,6733
6733,57130
23659,41091
41091,174514
11864,41091
2228,41091
508,41091
41091,51851
41091,62831
41039,41091
1892,41091
41091,67773
41091,1136517
7056,23659
7056,1246154
7056,54441
7056,204962
5656,7056
7056,52443
7056,15557
2176,7056
31,7056
7056,1785458
7056,125167
4566,7056
7056,13333
1158,7056
7056,1222241
44735,113570
1612078,2185140
174514,182009
17883,174514
174514,1045176
55536,174514
170820,174514
41039,174514
59,10696
1243,10696
1243,1180698
582722,1180698
1180698,1180701
51329,1180698
99710,123313
1001113,1221716
55536,1221716
13496,130030
1241,13496
13333,13496
57492,1341911
17087,1341911
116805,1341911
41039,1341911
3776,558062
1243,558062
17087,558062
19292,20818
20818,41039
1532,1332746
488,19536
19536,1711826
206757,1471841
23659,1471841
4937,1471841
56323,1471841
16847,87494
119294,1521952
34110,57561
5575,1448221
168309,1448221
15218,1448221
1151834,1448221
67758,1448221
1113116,1448221
24208,76242
24208,1708739
11108,24208
24208,30365
17051,1028244
67580,87082
108107,550475
31268,67580
138,35550
20019,35550
11701,11864
1152,11701
3634,11701
11701,1780413
11701,1215399
879,11701
121000,1323533
3224,121000
121000,1295220
16847,16848
16847,120245
11090,16847
2294,16847
3027,16847
138,16847
16847,35796
5602,16847
150,16847
16847,59291
488,16847
5655,54441
13333,54441
54441,78160
56205,67796
52443,67796
1098037,1098038
18862,1488984
1896,65594
54472,65594
812068,1288345
127463,1288345
21479,98132
1286523,1602979
1286523,1471841
55536,56539
56539,1437482
23626,56539
56539,177532
52849,56539
56539,220088
1032,56539
5010,56539
55536,1437482
177532,1437482
1179651,1437482
228135,1612453
19769,1612453
1457025,1612453
52934,59919
41088,52934
21007,52934
26205,52934
41039,52934
1748,12891
1748,4937
1748,52139
1748,36811
1748,2199887
1748,72757
1748,1230194
10859,56205
77357,1420608
4581,72624
5696,72624
1650,16333
3556,120096
8447,120096
3027,27767
1150,27767
18897,1167211
138,1167211
59,3556
1243,3556
3556,21678
3556,3558
3556,1109815
3556,938835
3556,5470
175285,1432083
3556,5655
5655,13922
138,5655
5655,5656
309,5655
1461,5655
5655,38803
31,5655
819,5655
1532,5655
5655,37626
524,5655
1032,5655
3490,5655
5655,8654
1121,5655
19536,39213
4937,39213
39213,202816
30711,934281
114470,934281
15033,51298
3027,15033
15033,19303
15033,21007
21339,1494775
1437576,1494775
11864,13922
11864,204325
488,12832
52694,52695
17665,1179651
11090,57633
1300,57633
57633,67758
55638,57633
78500,80591
3634,78500
9562,77121
34050,37933
4566,77121
6730,70500
3224,70500
31,70500
65360,70500
70500,212208
70500,1391986
6818,17051
6818,204962
6818,73421
608,6818
258,6818
1650,6818
2303,6818
6818,10249
6818,18533
22226,80591
80591,211845
9281,80591
41088,80591
19303,80591
2176,80591
60545,80591
80591,82840
1532,80591
62861,80591
524,80591
17697,80591
67773,80591
22214,80591
44735,80591
564940,928106
10828,1821621
16847,1821621
39012,1821621
5281,1036428
224610,645348
24045,1529110
22226,24045
17051,24045
525,24045
19274,24045
13520,24045
488,24045
24,24045
81082,1416383
24530,24531
47826,229568
1957,47826
16848,27226
20294,27226
5140,27226
27226,2404078
1150,41258
1532,1141683
19850,1141683
