writer_id,writer_id
27,4723
27,7904
27,2163
27,17785
27,21136
27,8780
27,488
27,1032
24,27
27,6111
27,51329
27,137427
172,586002
172,2034
172,11090
172,55251
172,65452
172,105435
172,11701
172,6730
172,163998
172,59919
172,137467
172,45053
172,1893
172,26190
172,64194
172,15602
172,83287
172,70144
172,125505
172,84665
172,15488
172,53240
59919,76221
19292,59919
59919,151343
59919,1469591
59919,115725
21007,59919
59070,59919
52444,59919
59919,125505
41039,59919
16391,59919
92012,985032
56205,985032
55439,985032
132856,1224999
139150,1224999
4955,40541
40541,105866
1121,40541
22226,104561
14887,104561
510,104561
71725,1548714
20374,75131
20374,33192
19292,20374
20374,58873
1893,20374
20374,71280
449,20374
879,20374
20374,30715
20374,64172
11108,20374
18533,226622
172,109478
1180535,1717627
131617,211845
138,131617
131617,162931
10704,34110
2260,10704
10704,78012
2260,13520
3388,179632
90037,228428
73421,142292
52139,142292
83287,142292
25598,43130
1169454,1169456
2719,16483
515,76009
3027,109339
3125,17087
13333,17087
1224,1241
1241,19292
1241,15175
1241,32278
1032,1241
42,131459
52139,158735
21563,588054
8328,69617
56281,69617
879,69617
38023,66555
168309,940376
7056,940376
39657,940376
3228,940376
31,940376
54040,940376
940376,1137903
21183,940376
20410,193475
58403,1211813
57429,58403
58403,291263
30309,1140476
25598,1140476
4760,1140476
224,1140476
56383,225557
16863,225557
53176,203285
53176,989235
53176,1167472
53176,1167473
53176,53806
488,53176
24,53176
12891,41088
41088,65630
41039,41088
21422,41088
30614,56411
56323,56411
135795,963482
69122,1003236
3224,15730
3224,4581
515,3224
3224,3225
3224,12238
3224,224610
3224,55477
3224,70144
3224,53863
3224,113515
1032,3224
3224,68720
45400,130030
45400,65452
9888,45400
45400,45407
5655,45400
5656,45400
45400,1295220
30614,45400
41670,45400
45400,222686
524,45400
44735,45400
17039,52849
52849,543256
52849,67773
51329,52849
309,3776
309,569
309,3556
224,309
309,3634
309,4955
309,1930
68,309
258,309
309,21684
1230367,1561511
86626,109708
56585,109708
109708,1137588
109708,967330
41039,109708
109708,543256
569,1893
525,1893
1893,1280031
1893,41088
1893,73421
1461,1893
1893,69122
1893,19303
1893,37618
880,1893
1893,30711
3027,4385
3027,1182832
3027,14999
3027,51736
42,3027
3027,4722
3027,10966
3026,3027
3027,4027
3027,936211
3027,23446
3027,239583
1150,3027
3027,78138
3027,18533
3027,56781
348,3027
3027,5741
39189,211845
39189,55934
39189,98103
14,39189
39189,59919
17697,39189
39189,1629497
198150,291263
19274,198150
125167,198150
1532,198150
1892,198150
525,1145214
201,1145214
91394,204484
204484,1201865
18533,204484
57581,231199
1896,2590
2589,2590
59018,119419
37917,56383
56383,933121
16863,56383
44735,56383
17697,79033
72196,119294
5970,119294
15490,119294
9747,119294
6818,119294
138,119294
119294,120226
69488,119294
1650,119294
1032,119294
15488,119294
13922,15218
1243,13922
13524,13922
82194,82195
108,82194
7722,82194
2034,10747
9033,10747
8193,10747
10747,12718
7040,929825
879,7040
6201,6211
7040,21463
70144,150607
53023,112674
53023,75542
9281,55536
9281,67796
1152,9281
4937,9281
9281,218737
9281,11218
9281,19274
9281,19303
5367,9281
11159,63208
11159,60949
15277,23659
525,15277
10696,15277
957,15277
7087,15277
4937,15277
5723,15277
880,15277
1930,19799
19292,50583
11401,50583
55493,1280031
83228,1280031
20659,20709
33192,55493
24045,55493
19224,55493
55493,139150
524,55493
19850,55493
20659,120226
2228,20659
3634,586001
20659,1214473
12718,586001
2989,1391986
36589,39657
36589,1109815
7132,204325
2710,939155
2294,939155
57581,939155
9832,939155
189230,939155
12238,939155
5602,939155
2419,939155
60962,1232123
58370,159778
60962,2877381
60962,73609
61178,73609
6046,73609
73609,1666900
223736,1655952
23626,102109
102109,186329
15149,90037
879,1371248
89628,1605612
17496,89628
89628,999788
21479,45343
488,1102074
1461,969493
31511,969493
15488,78054
1146,66605
66605,72638
2283,66605
45400,66605
5129,66605
68039,86482
11151,95977
52444,95977
1032,95977
7630,8844
8844,45407
3027,8844
8844,30368
8844,12238
508,8844
3388,8844
8844,16961
8844,51851
8844,67367
31,8844
1150,8844
488,8844
648,8844
519,8844
8844,67773
8844,72757
348,8844
59357,1020013
7087,59357
14999,80762
67580,127463
87082,127463
58245,127463
64035,127463
11092,106827
220303,1211813
19303,1211813
1211813,1863946
113914,1211813
2034,62946
62946,88926
23659,62946
55710,62946
62946,211845
62946,99410
62946,62948
172,62946
62946,93494
55936,88823
591835,1936668
1448221,1936668
4762,1936668
572295,940376
151295,163496
53684,84075
62831,84075
204484,1286540
1286519,1286540
488,1286540
24,1286540
23659,60074
60074,1187819
58225,60074
60074,86626
39189,60074
15277,60074
16376,60074
60074,63234
60074,113373
60074,66633
17087,60074
60074,109708
59410,60074
60074,220088
12219,60074
60074,90492
41039,60074
60074,139135
5281,1059571
1243,1059571
211962,1059571
7932,10859
10859,91269
3893,10859
10859,55934
10859,125738
10859,57633
10859,81476
10859,212208
372,93396
93396,143593
93396,119396
11092,1147923
98631,1147923
15218,1147923
934803,1147923
51851,1147923
67317,1147923
1706,1147923
3776,143593
39657,143593
27428,143593
137427,143593
10757,143593
79241,930254
211962,930254
1972513,1972519
14887,1972519
85666,95510
85666,230433
85666,119819
81217,86164
1769,2632
2632,19292
2632,9281
2632,60949
2632,115128
2632,9562
2632,25703
2632,52849
2632,32895
2228,2632
2632,19303
2632,53684
2632,16377
2632,60950
2632,55638
2632,4566
880,2632
1532,2632
2632,3125
1892,2632
2632,67773
5281,7488
19292,60949
32895,60949
60949,60950
60949,77075
36811,60949
5877,1204188
145170,1541264
11701,21136
21136,23626
8780,21136
1150,21136
524,21136
648,15801
1243,74295
23626,74295
15801,74295
16483,74295
74294,74295
82885,1044255
582722,1044255
22461,1044255
107766,1044255
2710,934803
103041,934803
19303,934803
488,934803
211980,1044255
211980,1141683
113914,211980
5655,23626
23626,58689
8780,23626
819,23626
137427,1018332
55499,1911436
928106,1911436
930710,1115959
86626,930710
84414,930710
77950,930710
77951,930710
166776,930710
41088,930710
31,930710
543261,930710
44735,930710
84414,567120
1071,84414
4937,84414
5953,84414
84414,239583
67758,84414
12219,84414
1892,84414
17697,84414
2036,1671552
53240,1671552
10959,53935
1158,53935
114016,220303
17016,114016
52506,114016
16376,57406
56205,1384672
57405,57406
57405,57407
16376,57405
6730,57405
4485,23659
4485,19292
4485,53684
6730,16376
16376,16377
14597,1978406
39189,1457381
1457381,3380290
9144,1457381
98103,1457381
44735,1457381
39104,68758
2632,68758
16483,68758
15175,68758
1844,68758
16938,68758
55636,68758
1071,3556
31,1071
524,1071
21678,37917
21678,222686
52935,1293994
81476,131946
52935,74569
4937,131946
1032,131946
44735,131946
2838,229519
16847,1293994
76627,229519
1461,1293994
98,229519
1293994,1661850
20173,229519
3905,68574
40863,101543
101542,101543
101543,1001384
3776,88750
23626,88750
17277,88750
88750,95519
88750,230300
15488,88750
130253,209879
90609,209879
53068,209879
209879,593079
30614,209879
209879,930526
82337,515221
82335,515221
64194,515221
1243,999760
957,999760
10828,51021
51021,51023
224,51021
51021,59291
7166,1217601
7166,22226
7166,24173
1243,7166
1748,7166
7166,16376
7166,16483
3026,7166
7166,109708
7166,19303
31,7166
7166,54645
7166,52139
1158,7166
1032,7166
7166,76245
10828,51023
5877,1204187
5655,1555636
151295,1130788
1462,37917
20387,37917
2228,37917
2838,37917
37917,2219327
37917,98521
3490,37917
19850,37917
37917,56856
37917,44735
132856,1079368
1079368,1224999
7904,87281
22226,87281
17051,87281
23880,87281
1748,87281
3026,87281
87281,440414
76221,1684122
59919,1684122
1461,1684122
16377,1684122
1684122,1959734
67773,1684122
569,1331163
1301933,1331163
66074,1331163
116805,1331163
172,201639
19665,1044835
488,1044835
64141,79434
16848,1162029
9832,1162029
9832,16848
9832,968666
9832,26713
8328,15217
8328,17285
8328,151295
1152,8328
138,8328
1035,8328
8328,38568
8328,30715
8328,16938
488,8328
1032,8328
24,8328
8328,58728
1776,8328
8328,1621370
138,1152
1152,24045
1152,59919
1152,17087
1152,3210
1152,65108
1152,1211732
1150,1152
1032,1152
17883,1192754
84931,1192754
1192754,1419558
58873,62157
57130,62157
59291,62157
65314,227910
1776,227910
137427,935990
590343,590346
16860,590346
68929,590346
2127,1338249
2127,3027
2127,2128
2127,55075
2127,1113116
2127,58189
66555,131870
45400,131870
9994,131870
131870,184581
131870,208519
131870,1212270
1892,19014
5140,132195
63234,80602
41091,63234
63234,174514
63234,1192754
14,63234
63234,66515
117382,1382199
1032,224644
62948,466505
19274,158450
224,2710
224,23227
224,1432635
110,224
224,76070
224,488
224,455
224,1032
1357,1770139
51736,204962
2176,51736
110,51736
51736,57573
586002,1015903
2712,1015903
13922,1015903
2130,1015903
69051,126125
138,126125
108,126125
280,126125
1215038,1822324
16483,1485107
10828,1663692
89026,220303
1101411,1155547
89026,1680840
89026,985161
89026,1237905
16483,62635
16483,16847
16483,1215399
16483,32895
16483,1551545
16483,16938
16483,27846
16483,34517
71267,1179651
125324,1277093
66193,71267
66193,69797
66193,104644
66193,76595
98537,1023296
11151,1023296
125324,1023296
24970,1023296
66721,76422
1032,1349911
1706,66721
7904,2718313
18254,2718313
2176,2718313
15112,2718313
3087,2718313
76794,1903350
54525,76794
76794,1339930
56661,76794
957,23447
957,131947
957,27428
957,974
11092,23447
11090,23447
23447,64814
23447,137467
9813,23447
23447,1080778
23447,79241
23446,23447
23447,151343
23447,67485
510,23447
3027,140192
64814,227094
5877,5892
5892,117642
9144,47730
9144,98104
9144,11108
38516,83183
1769,38516
12718,93911
11401,70575
65360,1371878
55499,55500
21527,55499
3556,18355
55499,928106
2303,55499
1152,54868
14386,1284498
579551,1284498
51329,1284498
41697,41698
62946,161932
13235,161932
105648,161932
56370,161932
13235,105648
1461,105648
31268,40863
31268,101542
10828,31268
4429,31268
31268,56383
31268,87082
31268,1079368
17016,31268
31268,1094069
1032,31268
6340,111588
3064,111588
3634,10533
13235,939337
13235,558860
13235,41091
13235,19292
13235,54441
3634,13235
1461,13235
5723,13235
11218,13235
13235,32895
13235,62831
1892,13235
13235,17448
3634,39012
3634,13333
11218,1003190
131680,1020013
11011,1020013
10828,1020013
564940,1020013
114016,1020013
65630,1020013
1020013,1380819
1020013,1380820
53176,1020013
1020013,1080778
1020013,1257144
7626,1020013
65629,65630
1302549,1380819
129975,1380819
65630,1380819
1380819,1380820
54734,1380819
19274,1380819
17277,236889
524,236889
120254,236889
9033,120254
73838,120254
508,120254
366,120254
1302549,1380820
129975,1380820
65630,1380820
54734,1380820
19274,1380820
932248,1046225
880,932248
61178,132857
61178,1325716
15244,15345
15244,1279644
9033,15244
15244,55391
280,15244
15244,28239
21007,221678
55710,57130
57130,58225
324,57130
57130,73421
879,57130
21007,57130
41039,57130
57130,1317388
51329,57130
974609,1075786
7395,7396
21800,74619
7395,21800
7396,21800
1532,7396
589,7396
7396,54697
1035,33192
1035,36589
1035,16938
1035,57755
68,1035
1035,1150
488,1035
1032,1035
1035,1776
53603,1001719
1032,34510
84075,115128
71551,115128
41039,115128
115128,1841252
115128,1436999
67773,115128
101911,224610
589,101911
1158,28898
28898,30365
2130,7904
2130,37526
2130,3026
2130,39012
2130,13524
2130,12900
1158,2130
488,2130
524,2130
24,2130
1776,2130
348,2130
14,1243
14,11701
7,14
14,5602
14,1179651
14,212208
14,67773
14,51329
14,5741
19769,203285
19769,80675
19769,33192
19769,1936668
16483,19769
10959,19769
8688,19769
13927,19769
59410,132856
132856,132857
19292,996242
1219529,1774411
51329,1219529
943183,1238222
2034,76965
4581,76965
62635,76965
957,76965
1032,76965
14386,1566466
1788573,2018919
5953,1685190
7904,1113448
1776,53120
30368,51851
3026,13524
3026,67773
56323,56412
39058,43993
27767,35496
51944,53267
1197572,1353802
131388,131397
98522,131397
1748,1216745
52139,1216745
588387,1379768
5281,49042
39298,49042
1032,49042
224610,1063934
163496,1063934
65677,1114792
88926,93494
62948,93494
5346,11701
5346,68928
5346,8780
1930,5346
5346,210160
17386,18176
17386,17387
16848,64227
17051,64227
19311,64227
64227,74619
18384,64227
52934,64227
64227,177532
54734,64227
19274,64227
64227,69237
64227,77885
20193,64227
62862,64227
62863,64227
62854,64227
56661,64227
64813,64814
31511,64813
64813,219396
21684,64813
5656,22226
5281,5656
5656,78188
4429,5656
5656,19292
5656,204962
1241,5656
5656,39012
5656,8447
5656,18863
5656,12900
1650,5656
5656,78190
1150,5656
5656,122582
488,5656
78021,1058963
59410,177475
212,177475
177475,224197
85236,177475
41039,177475
53708,56383
53708,204962
15488,53708
52139,96342
96342,570785
19003,19006
71797,84369
569,84369
6818,84369
57492,84369
19006,84369
84369,579551
18533,84369
8029,57755
19303,20503
880,20503
1892,20503
20503,1237905
1617,59330
9777,238822
45405,221944
59,95322
41091,119368
10859,119368
19014,119368
119368,177532
119368,144009
149495,1187819
12891,149495
149495,1054633
149495,1194205
88967,149495
18923,149495
18924,149495
69697,149495
455,84021
12718,84021
5281,943183
92784,943183
40312,943183
1930,943183
22226,25703
17883,52849
52849,58225
52849,86626
24173,52849
16376,52849
9562,52849
52849,109708
52849,53684
16377,52849
52849,933558
52849,220088
52849,77075
9994,52849
52849,440414
41039,52849
5575,72034
9281,72034
68039,72034
62768,62770
455,51686
11401,62768
36669,62768
27710,62768
5723,968666
1243,15175
3556,15175
15175,16483
15175,57399
15175,39012
2176,15175
68,15175
1650,15175
7722,15175
15175,65108
1158,15175
6039,15175
15175,72757
15175,67752
1776,15175
11614,2417656
138781,2417656
10828,204962
15175,204962
6730,204962
151343,204962
280,204962
1748,32731
32731,1211991
2386,32731
178426,1231184
177532,206410
45400,177532
31,177532
2199,177532
62863,177532
524,177532
486,67360
486,5655
1208178,1208179
21339,52896
1978,52896
6730,23659
6730,57130
6730,71329
6730,13520
1032,6730
160092,1211813
160092,211962
160092,1237445
2632,58689
1060223,1522546
529913,1053508
17087,529913
2719,1558077
224,1351011
45407,82226
41088,82226
82226,202816
579281,1167896
123132,1167896
17051,77950
77950,77951
77950,1117026
77950,1897005
11649,77951
17051,77951
77951,1371010
77951,1117026
77951,1897005
56960,228135
176489,228135
54040,228135
120015,228135
228135,1018751
956,176489
1300,176489
10828,176489
88967,176489
2176,176489
31,3972
3972,76070
569,40256
11701,40256
10959,40256
879,40256
7132,40256
488,40256
37917,52704
47646,84930
138,3776
138,58744
138,4385
138,5281
138,16379
138,525
138,3556
138,1461
138,39012
138,11770
138,224610
138,92784
138,5602
138,8297
138,11401
138,3125
138,1150
138,488
138,1032
138,1121
141673,1046225
19536,58873
18897,58873
1158,58873
1776,58873
65766,2224670
56842,69488
5216,73421
1893,5216
4937,5216
5216,123997
2228,5216
5216,19303
880,5216
5216,76070
5216,51917
5216,21007
1892,5216
59410,113373
113373,933558
41039,113373
113373,212208
113373,210160
22214,113373
113373,1222189
1105073,1106991
5281,1389015
51918,79491
51866,565491
51864,51866
51866,211962
51866,1113116
51866,95458
38516,201279
12238,201279
1776,201279
4955,14999
4955,11770
4955,13333
4955,78160
16838,58034
16838,98132
16838,57581
16838,60949
16838,1027173
16838,563882
16838,20193
16838,1327402
16838,65615
16838,42113
57302,1060541
78322,1060541
17242,38803
17242,1180701
1776,17242
163998,1109815
10757,163998
3045,3047
27226,61117
138,84981
84414,1361929
61178,1361929
4722,4723
4722,20294
4722,62635
4722,23964
1893,4722
2228,4722
880,4722
1032,4722
13235,61069
61069,61178
56785,102735
44810,102735
2127,1101411
582919,1101411
1101411,1302082
9033,1014026
9033,47506
9033,28974
9033,11701
9033,11864
6047,9033
2695,9033
8193,9033
1121,9033
59410,66633
24951,66633
45407,303064
11864,35174
35174,53935
1329260,1635720
1182439,1182440
2460,10295
10295,510218
488,10295
5575,1039356
956,1039356
18897,1039356
204962,1039356
366,1039356
16919,1039356
543505,1167487
35028,1167487
137467,524112
2293,524112
137467,182327
137467,219367
5470,137467
30309,47730
47730,76242
21339,47730
1893,5367
1892,1893
11614,73421
1152,73421
17496,73421
324,73421
5953,73421
73421,1145520
73421,1508314
4762,73421
3087,73421
366,73421
1896,73421
73421,83287
2589,73421
648,73421
67773,73421
73421,1136517
73421,1023483
16863,73421
31511,125738
31511,1293994
1461,31511
31511,64141
880,31511
59258,96316
64817,1891470
1461,64817
31511,64817
30614,64817
1461,1462
1461,2294
1461,33192
1241,1461
1461,5656
1461,52443
1461,123997
1461,11218
1461,4762
880,1461
1461,101045
1461,1896
1461,1532
1461,1892
73421,1133010
6431,1133010
122724,1133010
569,1516986
23626,1516986
557383,1516986
280,83784
200,5741
84739,84740
101930,1308906
2130,84836
4766,84836
1617,1731915
1617,12833
1617,56539
1461,7087
7087,12238
608,7087
3388,7087
2293,7087
488,7087
1776,7087
510,7087
5741,7087
7087,57646
2176,16785
1930,69748
5367,69748
69748,85925
54525,126770
19841,54525
765,7482
765,4429
488,765
765,53090
78064,1008141
4937,15033
4937,73421
2228,4937
488,4937
4937,59231
55439,2019622
55439,2019623
20173,55439
707,62985
2294,20387
11770,20387
880,20387
366,20387
223,20387
42,1634
1634,21183
1634,567202
111205,1451013
1451013,1508314
1451013,2025364
21463,1451013
119396,142995
1220917,1474147
1232123,1414867
201,19274
201,5953
201,258
1177552,2440249
33192,1423660
30715,1423660
22226,1145610
1145610,1299057
1032,1145610
5655,109314
8844,109314
109314,126125
109314,1169456
12890,109314
5602,109314
488,109314
510,109314
2690,1385966
2199,15795
109402,123997
56578,56584
56578,56585
5953,56578
56578,110068
52443,56205
138,52443
707,52443
1532,52443
52443,52444
52443,62861
11887,52443
56584,56585
5953,56584
56584,56586
56584,110068
56585,56586
56585,110068
56585,440414
7087,15774
488,15774
510,15774
71280,147967
16376,164866
1243,68376
68376,72757
8654,68376
66510,66511
5723,11614
5281,5723
5723,37917
5723,9562
5723,552252
5723,12900
5723,1179651
1150,5723
519,5723
5723,44735
16860,39819
14414,16860
54614,239418
230300,239418
44810,239418
1001797,1001799
18897,153997
2632,521563
19274,521563
18897,57727
964037,1281190
569,1281190
151295,1281190
92784,1281190
1252869,1281190
880,1281190
19119,1281190
7132,1281190
2710,12180
608,12180
488,12180
7130,582919
7131,582919
103041,582919
113664,582919
9033,582919
9813,582919
23880,57399
56349,57399
8966,57399
9813,18185
5281,9813
9813,13079
9813,67758
11916,57399
819,9813
1090,57399
9813,53334
9813,228068
2228,223736
16391,223736
8676,20204
8676,73609
6046,8676
8676,80019
1706,8676
52803,209513
15009,52803
18863,52803
13101,1221761
1115333,1197063
149887,1344622
71797,479588
479588,1782147
55789,73838
7132,73838
1896,73838
40377,2543370
11092,291263
11614,291263
62644,291263
291263,1474448
5281,291263
132856,291263
11770,291263
3388,291263
291263,1795072
5140,291263
488,291263
67773,291263
22214,291263
57646,291263
15033,85085
85085,1607044
22810,173298
22810,211845
1524,19292
707,1524
1524,3388
879,1524
1524,51851
1524,13524
1524,1532
1524,116805
1524,41039
1524,57434
215726,1662226
125505,215726
707,23659
707,1243
707,60950
31,707
707,14386
707,1532
707,62861
488,707
707,67773
707,56323
707,105647
18897,37035
3893,205379
113373,1104837
19292,66515
59231,141513
1241,57206
5470,57206
130482,1374424
55636,130482
524,223747
90856,1968322
13922,1968322
5281,1301933
508,1301933
1301933,1709455
55638,57856
1152311,1152313
1152313,3581355
569,53477
71082,1161214
5602,1161214
30715,1161214
1144604,1629671
5715,18897
1056121,1144604
20801,1144604
57264,1144604
149495,1144604
57755,1144604
273286,1176994
41091,59410
51298,59410
19292,59410
2632,59410
13235,59410
539,59410
59410,59413
212,59410
53684,59410
59410,60950
59410,62831
59410,132857
488,59410
24951,59410
59410,67773
68,1344622
2632,74159
16376,74159
1032,74159
1532,38803
38803,1193602
37872,38803
1776,38803
12079,136512
136512,1213320
5524,12079
12079,76982
510,12079
12079,1213320
11109,1213320
8328,29483
60585,1070555
131864,175285
57492,1094821
56262,466505
15175,64141
11159,95024
11012,64141
1896,95024
19274,64141
76245,95024
11770,64141
30715,64141
54710,64141
62862,64141
17087,1140442
3027,21134
11012,1080778
11012,54710
11012,62862
1706,11012
2034,76813
76813,85670
769,4762
769,880
769,1158
9858,9916
9612,1457025
59913,105866
54734,1224222
449,54734
19274,54734
3388,54734
449,4581
449,11649
449,41088
449,19274
449,8297
449,41039
10747,1198824
582722,1182669
65225,1046142
1032,65225
56856,65225
59,8395
8395,12891
138,8395
7904,67524
1524,67524
11770,67524
1930,67524
488,67524
449,1494787
11218,39012
31,11218
258,11218
8688,11218
11218,130140
14999,80219
10859,80219
53120,80219
80219,939306
80219,204761
15912,100388
11090,39012
11614,39012
17883,39012
564,39012
1769,39012
15218,39012
1243,39012
10828,39012
5655,39012
39012,204484
39012,1293994
39012,67367
366,39012
1650,39012
39012,116805
488,39012
1032,39012
1776,39012
6201,72624
6201,53023
6201,152463
31,6201
6201,14386
6201,579551
6201,1136517
15557,66962
508,15557
12900,15557
15557,56856
7501,12238
7501,12719
12238,25598
12238,12952
4385,12238
5281,12238
10828,12238
525,12238
12238,67615
4762,12238
11401,12238
12238,19665
488,12238
1032,12238
12238,12718
1776,12238
488,81203
7501,67615
12718,67615
12238,12719
12718,12719
4027,10828
3026,4027
31,4027
4027,7132
488,4027
4027,26713
3045,10296
10296,211962
24,10296
5575,88967
19536,88967
10859,88967
3972,88967
88967,171830
88967,211962
67485,88967
88967,183230
10828,171830
3027,171830
13079,171830
171830,211962
171830,230174
11993,55636
11993,67773
2034,19274
19274,19292
11701,19274
19274,52934
6730,19274
19274,54716
8029,19274
19274,19303
19274,54710
19274,62862
19274,21007
13520,19274
11108,19274
11109,19274
19274,41039
19274,56661
34936,105644
34936,1211813
79241,1030260
79241,211962
79241,985161
11449,79241
5575,211962
211962,220303
211962,466391
211962,1220917
13922,211962
10859,211962
2127,211962
89026,211962
57264,211962
34936,211962
211962,930248
211962,985161
33045,211962
113902,211962
211962,1213170
113914,211962
1032,69696
60074,1176379
224197,1176379
1650,1176379
1176379,1650331
2712,1297488
19536,1297488
1930,78439
21960,78439
78439,544496
3110983,3110984
3064,3110983
84451,189230
3556,17016
17016,23446
17016,19665
17016,53334
12833,69122
19292,69122
15277,69122
8844,69122
5216,69122
212,69122
19224,69122
5602,69122
67773,69122
8654,69122
1121,69122
2161,2710
1152,2161
224,2161
2161,11770
280,2161
2034,11770
11090,11770
11770,98631
11770,15218
11770,47506
11770,74655
10828,11770
11770,57581
2127,11770
11770,15175
11770,137467
11770,53120
11770,1423660
11770,558929
11012,11770
2176,11770
11770,1302082
11770,71872
11770,1094069
11770,21183
11770,1636959
11770,14941
488,11770
11770,21684
1748,937811
937811,1224999
56662,1401474
56662,76070
56661,56662
16860,1238297
17016,1238297
1238297,3203270
108,3085527
44735,57454
35796,57130
57130,57538
10249,39298
12891,1193554
13922,1193554
24,89027
539,59413
6431,1169024
23430,1169024
929825,1136502
539,22226
525,539
51736,1215399
366,1215399
137427,1215399
1121,1215399
26061,55789
1152,1191330
10959,1191330
5575,1237644
55499,62824
27226,62824
48965,62824
22215,58225
9281,22215
22215,113373
212,22215
15009,22215
22215,62861
12219,22215
22215,35028
22214,22215
114334,131521
24045,131521
76070,131521
524,131521
131521,579551
2130,76315
41091,1243029
121873,1668720
81597,1217426
5741,1217426
74294,94985
15810,15811
1706,15811
15811,1416383
1706,15810
15810,1416383
92784,1780427
57573,1780427
372,8686
8686,10828
2260,8686
488,8686
74294,579551
5741,74294
19292,32895
97579,1145520
19536,32895
109314,1145520
4937,32895
32895,55075
12094,1579769
3556,1579769
1152,1579769
55477,1579769
280,1579769
296963,1181948
62081,65360
7396,60663
1748,991808
1010002,1178788
9777,51993
1524,51993
5953,107765
1532,51993
107765,146836
19292,56728
56728,204761
56323,56728
56585,1706930
17835,116267
39189,116267
116267,182327
5953,136495
5953,86626
1461,5953
212,5953
5953,76070
1032,5953
5953,139135
1776,5953
544361,1238222
544361,1206073
42804,951557
2034,8447
515,8447
8447,17051
1243,8447
8447,936211
3388,8447
1930,8447
1896,8447
8447,13520
8447,1466661
42804,99710
42804,1123811
2036,43141
3225,43141
2228,5281
2228,11151
2228,3125
1892,2228
2228,2880
2228,34517
2228,20019
372,4757
2130,4757
4757,1253596
3125,4757
4757,12718
61351,116632
54472,2653862
55536,135795
212,135795
880,55260
55260,66121
11770,78136
11649,71551
56718,71551
20646,71551
52444,71551
71551,513378
131947,1213170
6163,131947
44735,131947
1528718,2338794
32501,1375636
6818,589230
40213,65452
28898,40213
3224,40213
6111,40213
58502,1386893
3893,58502
58502,1397821
23446,58502
58502,1300274
3125,58502
9612,80019
508,5575
508,17835
508,9033
508,2260
508,1106745
508,2689
366,508
508,1461271
508,2695
508,6162
508,1150
1448842,1603020
7087,12890
12890,84496
608,12890
84496,1457025
57581,111801
14887,1508314
6979,1508314
19292,239574
1158,239574
77089,239574
57637,69237
2589,69237
23799,224610
57755,111974
58370,111974
68813,929825
68813,130030
3556,68813
17496,68813
5602,68813
68813,1702466
68813,1018880
53267,1106745
38568,1106745
56586,110068
38568,161839
1090,38568
58504,936211
19303,936211
239583,936211
2216,2710
488,39657
18533,39657
928396,1357551
928396,1285174
1224,928396
34110,928396
53925,928396
142292,928396
5656,928396
21134,928396
30711,928396
181751,928396
184581,928396
223,928396
16863,928396
608,2710
608,10828
608,5655
172,608
7,608
608,69797
608,5602
488,608
608,57646
673,1844
956,1844
1844,42712
1844,23799
138,1844
1844,19656
1844,18161
1844,53348
1844,15810
1844,15811
1844,10959
1844,16938
1844,26205
1844,72427
1844,4014
1844,1404479
77950,1371010
1274663,1371010
1285848,1371010
76221,136040
975,136040
136040,1193597
68929,91394
54510,56855
55536,1106222
116805,1106222
880,2460
2283,36804
11108,36804
47652,151131
2632,552252
880,552252
12219,552252
108,126
126,128
126,11325
488,12824
12824,67773
108,204962
108,128
108,16384
108,11108
108,488
108,1032
108,1776
212,52849
212,5367
212,1227439
212,59258
12795,209513
1167470,1412121
17883,19303
564,19303
5281,19303
19303,112588
4429,19303
1748,19303
19303,1670142
19303,57407
19303,89026
138,19303
19303,53267
4566,19303
880,19303
19303,91343
1892,19303
14414,19303
510,19303
19303,1412121
5620,19292
707,5620
5620,60950
94917,127701
94916,127701
3776,27977
21721,1087304
17698,1714926
880,2176
2176,56873
1179422,1290265
10959,15346
10959,71082
1152,10959
42,10959
10959,56206
1776,10959
10959,1137824
77885,113642
24045,77885
20019,60545
1357,11614
1357,4429
1357,54441
1357,15277
1357,5216
1357,163998
1357,17016
1357,28866
61372,61373
16848,108952
14386,61371
225976,1378767
27804,97819
47646,2041517
64141,93019
62862,93019
36811,93019
93019,227564
1243,53684
19292,53684
1748,53684
138,53684
41039,53684
15277,185438
220274,220303
23446,220274
99096,224610
1300,56718
15277,56718
4937,56718
56718,122517
56718,69124
56718,69125
18923,56718
18924,56718
52444,56718
58321,218737
54734,58321
19274,58321
69124,69125
68308,69124
69124,181751
69124,440414
68308,69125
69125,181751
69125,440414
12891,107926
73421,107926
107926,1508314
17114,107926
23446,107926
515,17114
5281,17114
3634,17114
17114,23766
17114,68929
17114,23446
258,17114
17114,1141766
17114,544496
17114,81681
10828,23446
1748,23446
957,23446
23446,67758
8297,23446
2293,23446
23446,33045
24,23446
11449,23446
23446,57646
11614,1612078
515,1612078
229482,1612078
90037,1612078
58873,1612078
57573,1612078
1179651,1612078
544496,1612078
1136911,1612078
519,1612078
17051,109402
52934,1085179
19274,1085179
1032,938234
2127,1288796
7795,39012
7795,67773
15217,1368971
11614,1368971
515,3388
239,3388
3388,22226
3388,19292
3388,5655
3388,162931
3388,57755
3388,9994
488,3388
3388,5741
1295220,1323533
557383,934281
6979,1295220
14887,1437576
138,2389401
19725,31493
15244,19725
280,19725
144128,1200523
5655,52991
52991,55936
69122,85563
19303,150193
3087,2041394
68,2041394
1158,2041394
123132,579281
2294,123132
123132,1612453
