actor_id,actor_id
105676,975071
72577,105676
11649,105676
64809,105676
105676,191275
105676,105681
91779,105676
102983,105676
46590,105676
57637,105676
99341,105676
83980,105676
83981,105676
83979,105676
11667,105676
105675,105676
533061,1207834
1012977,1207834
8261,1207834
89799,1207834
95076,1207834
83982,1207834
84678,1207834
1207834,1659559
12208,69233
46392,69233
69232,69233
69233,3171014
69233,105677
12208,105677
101389,105677
102983,105677
105675,105677
1428,92707
1100,92707
92707,533061
11370,92707
92707,95866
9290,92707
13604,92707
12208,92707
92707,975071
35824,92707
60560,92707
92707,191275
5741,92707
92563,92707
92707,96767
92707,227018
83980,92707
83979,92707
9548,92707
92707,1238916
69230,105676
69230,69233
935,69230
69230,533061
21730,69230
69230,95678
69230,143210
57637,69230
69230,69231
69230,1246665
10592,221978
10593,221978
221978,1221053
221978,239019
10279,221978
221978,221981
129601,238058
679,129601
78533,129601
44651,129601
10859,130538
15033,130538
454,130538
83854,130538
8688,130538
3292,130538
1771,130538
559457,1214840
7026,23459
7026,17289
7026,39012
7026,25147
7026,28847
6949,7026
7026,206966
7026,143210
6979,7026
7026,58016
7026,36589
7026,115573
66145,154883
40279,154883
7497,154883
18980,154883
1904,154883
13526,154883
531,154883
6730,102786
6730,74688
6730,216674
85,6730
2282,6730
6730,23659
6730,52848
1032,6730
6730,136487
6730,12111
4246,6730
4483,6730
6730,16450
6730,17838
6730,207606
6730,59538
6730,1313796
6730,12446
6730,84527
6730,240633
6730,6736
325,6730
6730,230898
336,6730
6730,17883
4030,73457
4030,112561
1204,4030
4030,53807
3266,66606
11067,66606
6167,66606
4610,66606
58224,66606
380,66606
2461,66606
66606,159572
66606,82702
12836,66606
6949,66606
825,66606
3977,66606
58769,66606
17495,66606
54812,66606
4251,66606
1776,66606
66606,1206524
7907,66606
58198,66606
66606,95216
28768,66606
53684,66606
10987,12073
10987,38406
8171,10987
10987,23680
280,10987
10987,1101349
10987,11184
10987,39121
9278,212689
4430,212689
26048,212689
55541,212689
55589,76536
2205567,2205583
928327,1225783
76095,928327
928327,1230687
928327,1412526
17305,84815
52480,84815
65561,84815
62861,84815
13922,84815
37936,84815
52783,84815
6730,55567
707,55567
31,55567
1269,55567
113,55567
517,55567
11770,55567
21088,62562
6384,62562
41309,62562
62562,1223867
62562,83862
57674,59252
57674,76686
2139,57674
57674,215186
2294,57674
57674,176823
52852,57674
2208,57674
57674,1232615
2675,57674
13240,71403
71403,86626
71403,1458260
448,71403
71403,77075
23659,71403
71403,935103
59843,71403
2879,71403
71403,80595
15897,71403
15232,71403
52997,71403
71403,93084
27738,71403
71403,143073
58954,71403
82104,172069
172069,216294
1428,172069
4173,172069
172069,1508927
41556,172069
19492,172069
707,172069
54422,172069
54415,172069
62561,172069
158136,172069
5281,172069
16450,172069
74715,172069
135651,172069
172069,1083010
172069,964843
51878,172069
172069,1562344
172069,2814160
172069,1056121
148609,172069
33017,172069
4723,172069
172069,3171014
172069,4280034
15498,17288
3036,15498
15498,55493
211993,1031943
1031943,1031944
1031943,1110405
16855,63239
10860,63239
3967,63239
24967,63239
38425,63239
11863,63239
21246,305275
80602,305275
6352,305275
176027,305275
14991,43774
1201,43774
43774,58245
44735,86626
6384,86626
19274,86626
74688,86626
1532,86626
86626,219479
59843,86626
4720,86626
80595,86626
86626,132857
41039,86626
4169,86626
86626,1555229
86626,2205684
86626,150810
86626,1537686
84932,86626
86626,1385041
86626,1059572
86626,1338269
8289,62862
17288,62862
62862,77795
934,62862
62862,74568
62862,234352
23659,62862
6968,62862
62862,217371
62862,1246972
62862,212604
62862,205213
62862,1008292
62862,64141
32907,86626
6213,32907
19292,32907
19536,32907
32907,65348
7487,32907
3131,13240
3,3131
3131,4173
1019,3131
3131,21136
3131,13014
1003,3131
85,3131
205,3131
500,3131
3131,1716493
3131,16483
388,3131
655,3131
2227,3131
31,3131
3125,3131
3131,1136406
3131,118545
3131,5064
3131,29369
3131,11008
3131,3223
2294,3131
64,3131
1922,3131
1246,3131
3131,19923
3131,11701
1150,3131
3131,39187
3131,64796
3131,1145610
3131,2205684
3131,1023483
3131,16294
3131,16391
3131,563891
1884,3131
3131,13299
3131,3115932
17605,36628
2228,36628
27396,36628
3063,36628
36628,237368
36628,128057
12519,34407
2887,297502
1709,297502
62067,297502
240724,1515478
85176,240724
37917,240724
240724,2092879
154271,240724
13240,38560
587,38560
7906,38560
3,38560
38560,58319
2628,38560
38560,55725
38560,61633
2880,38560
38560,71425
6384,58593
54693,58593
6886,58593
58593,127891
1137,82700
3131,82700
77122,82700
82700,106817
82700,114463
82700,224731
82700,224513
54228,82700
57865,82700
37290,77721
94098,973667
2294,973667
11701,76961
76961,115863
52745,76961
17288,77795
51988,77795
38024,77795
5723,77795
9642,77795
37632,77795
8975,77795
1884,77795
77795,1627112
77795,585272
10814,932967
53240,932967
7467,932967
932967,2764876
10828,27319
510,27319
138,27319
27319,149089
3556,27319
40036,181081
66586,181081
18288,181081
14,181081
60029,181081
59017,181081
3026,181081
20019,181081
72208,181081
6161,123997
934,6161
3131,6161
6161,6384
6161,7499
6161,9560
6161,17328
228,6161
6161,120724
6161,11805
2282,6161
6161,19143
6161,587823
2778,6161
