actor_id,actor_id
1164,20805
20805,1238461
32799,210355
15234,210355
77763,210355
29222,1332747
70851,1332747
380,1332747
2372,32203
20373,20374
20373,142192
32203,212154
20373,34847
25541,32203
20373,50095
2203,20373
1246,32203
19767,20373
11390,32203
20373,55084
10690,32203
20373,60072
32203,81697
9281,20373
32203,55643
20373,51381
20373,37041
20373,33296
20373,110927
20373,70456
11863,20373
8891,142115
297095,1194748
58319,1318681
85,131772
29222,131772
18918,131772
34847,86653
86653,221607
2047,56871
56871,102786
16214,56871
56871,80602
18249,56871
15852,56871
6944,56871
56871,159572
56871,82702
15886,56871
56871,1427679
56871,58691
5292,936403
2598,4783
2598,15758
2598,121718
501,2598
2598,36208
2598,15563
2598,20186
2598,15565
2598,8785
2598,17064
2598,36592
2598,130840
2506,2598
2598,1142629
2598,142294
2598,103942
2598,72208
2598,59839
9827,170635
24046,170635
55536,170635
25541,170635
19536,170635
51298,170635
21986,170635
80602,964679
113461,964679
3130,964679
31136,964679
84933,964679
4720,964679
5384,964679
14386,964679
4244,964679
54421,964679
558267,964679
74191,964679
4237,964679
20019,964679
964679,1226187
94158,964679
170427,964679
964679,3280896
964679,2138143
31,72055
72055,2998183
51988,62879
10859,62879
2440,62879
5309,62879
62879,221192
21676,62879
17270,62879
21200,62879
62879,1029934
62879,1423098
2888,120724
9575,120724
4720,120724
18897,120724
120724,484359
120724,1289968
92563,120724
120724,150810
120724,1133834
120724,234120
120724,1821863
161932,571418
105648,571418
9281,571418
11614,571418
37153,102786
37153,37632
2888,37153
9575,37153
37153,132157
37153,117642
37153,76594
37153,90633
37153,212208
1922,37153
3141,37153
37153,2066217
37153,77069
37153,110927
34985,37153
37153,1005852
37153,1104136
37153,84932
37153,234120
3232,37153
37153,1218671
1884,37153
37153,931162
10828,142193
142193,185164
2888,5292
2888,6384
2888,102786
134,2888
2888,20907
2888,9575
2157,2888
2888,78029
2888,1573387
2888,4996
2888,1227697
2888,60474
2178,2888
2888,4587
2888,65605
2888,1214573
2888,1386149
2888,16897
1614,2888
2888,1215477
2888,2550161
2888,1688196
2888,47775
55472,66431
6366,55472
1283,212686
1665,212686
191228,212686
47646,212686
55152,92999
69310,968350
11148,92999
16431,92999
5723,20767
11155,20767
2224,20767
1920,20767
8891,20767
9248,20767
16379,20767
741,20767
3027,20767
84698,122616
49425,122616
122616,129104
122616,158136
3905,122616
122616,212700
13309,53260
7428,10205
7428,12074
2227,7428
1032,7428
7428,23532
7428,78729
7428,40389
7428,15813
7428,20240
3027,7428
232005,1181426
68122,1169115
66221,1169115
879,43464
11649,43464
2157,1302424
1302424,1440178
1039011,1448222
8963,22252
22252,186816
77996,1039011
4724,26467
11649,26467
8891,26467
1152,26467
26467,1396124
1796,16407
2387,16407
16407,17639
16407,78729
3359,16407
516,68122
68122,102786
4443,68122
11703,68122
31,68122
4252,68122
68122,87025
66221,68122
4724,68122
9880,68122
11486,68122
68122,171075
14409,68122
8246,68122
68122,180425
68122,1230033
4139,34485
2226,34485
6065,34485
7090,34485
206,34485
34485,1386797
34485,90609
19429,34485
34485,65103
19728,34485
5292,53122
53122,102786
53122,216674
15757,53122
4038,31028
17419,53122
53122,116341
31028,38024
3974,53122
62,31028
53122,1453801
10993,31028
19394,53122
8891,53122
31028,102786
31028,1508927
53122,84613
44127,53122
3036,31028
53122,63474
11367,31028
19011,53122
31028,39658
9248,53122
518,31028
12929,53122
31028,40462
35241,53122
7056,31028
1243,53122
1980,31028
8984,31028
31028,49265
3392,31028
2228,31028
388,31028
31028,78029
1896,31028
23119,31028
9780,31028
4483,31028
18918,31028
2879,31028
17637,31028
9994,31028
31028,41379
5916,31028
19536,31028
1158,31028
1160,31028
488,31028
31028,33676
776,31028
1255,31028
31028,2908628
7502,31028
31028,1107983
382,31028
31028,4018554
52154,1363622
488,1363622
1179651,1363622
13725,141525
13725,221607
13725,228721
521,13725
1734,13725
466505,476163
476163,1093919
476163,1099717
18050,1308934
1711,1308934
4581,1308934
3292,1308934
42279,1308934
220875,1308934
164603,1308934
52889,1308934
32990,1308934
9143,10730
68985,191601
1428,191601
3895,191601
26860,191601
7487,191601
1244,7487
1244,1811
1327,94742
937,94742
10538,15887
15887,932497
15887,59839
31309,36631
21625,36631
9994,36631
63,1520271
15110,1520271
1520271,2205684
11885,21721
5293,11885
3036,11885
3284,11885
11477,11885
1241,11885
1152,11885
4135,11885
5367,11885
11885,18298
11885,2086521
11885,215157
69597,220064
990513,1180198
106820,990513
75659,990513
990513,1222801
990513,2205684
4783,106820
106820,1180198
57829,106820
14226,106820
3894,4495
62,4495
335,4495
4495,44735
4495,17743
658,4495
19,4495
4495,30614
4495,6807
4495,17419
4495,36422
4495,54693
1532,4495
4495,37917
4495,23659
4495,52792
2227,4495
887,4495
4495,58225
4495,70851
4495,8930
103,4495
24,4495
2975,4495
4495,15563
4495,67773
4495,41039
4495,1410478
4495,17835
4491,4495
4495,7399
4495,39189
4495,4937
4495,58769
4495,27578
4495,12219
4495,5823
368,4495
4495,17486
1243,4495
4495,5655
4495,12446
564,4495
4495,1184882
4495,1232500
4495,95779
4495,1230173
4495,15903
4495,53684
38951,110170
4038,52119
1230,52119
52119,200237
29298,52119
40462,52119
52119,57854
4756,52119
524,52119
3416,52119
14639,52119
52119,83872
2879,52119
13548,52119
36423,52119
52119,78729
10989,52119
22214,52119
1164,52119
15886,52119
52119,1009811
52119,56158
23959,52119
8893,52119
52119,2396830
52119,1176379
52119,2035942
19274,52933
18315,52933
4784,52933
52933,54708
57395,1591212
21028,77122
3894,77122
10205,77122
2282,77122
33192,77122
77122,1083822
116,1187037
1187037,1619456
478,935
934,935
935,6384
935,22227
935,23958
139,935
935,34434
935,73421
935,1158
935,4273
935,3663
935,6240
935,21678
45210,1213279
75178,1213279
44240,65827
44240,78811
44240,135352
44240,56446
44240,57342
11770,44240
44240,87255
44240,997887
16619,44240
44240,218022
44240,543521
44240,105656
44240,1170015
44240,569166
9191,110001
9191,28847
9191,47644
9191,112824
510,9191
26209,41091
11370,26209
26162,26209
26209,221581
7621,26209
14469,26209
26209,80536
510,26209
26209,145112
26209,98105
1813,5292
1813,1088672
1813,5294
1776,53122
4165,53122
5140,53122
53122,93031
53122,175483
115128,1436999
117669,997593
117669,1771409
3051,117669
52936,117669
39995,117669
87579,545330
1982,113693
38026,113693
28640,113693
7447,113693
76793,113693
5281,113693
87297,113693
12836,113693
4691,113693
15112,113693
65471,1448298
13242,208539
2039,208539
4483,208539
54793,1240288
56734,57675
2157,57675
57675,1452128
1884,57675
3125,19655
525,19655
7301,19655
10991,55899
10991,19655
10991,234934
10991,11207
10991,83356
1245,10991
10991,17258
10991,140367
8444,10991
3974,66750
61965,66750
12929,66750
66750,3838690
66750,1212662
66750,1212657
66750,1228341
66750,83349
7633,66750
449,1257387
3036,1074888
931944,1074888
95038,1074888
95038,234934
205307,234934
234934,1628687
234934,1232756
66586,231075
37935,112298
5129,74252
74252,216674
74252,108562
3905,74252
74252,492716
74252,1673902
589456,1046774
58098,1046774
2395,58754
12041,58754
3894,58754
16847,58754
6832,58754
20907,58754
4600,58754
2453,58754
58754,127733
6159,58754
56680,58754
6449,58754
997593,2205684
997593,1040841
217296,997593
224109,997593
997593,1978406
997593,2398784
997593,2396830
267116,997593
10859,49001
25541,49001
18,49001
5367,49001
20,49001
70851,1116629
12208,1116629
5049,11512
49001,205459
205459,220088
18,205459
85199,205459
10223,1392625
148609,1118363
22821,56457
18471,56457
19292,56457
36602,56457
15175,76512
525,76512
3027,76512
10767,30613
3,30613
8784,30613
9789,30613
8534,30613
30613,59315
30613,1188239
1037,30613
10080,30613
15277,30613
2090,30613
488,30613
589,30613
141,30613
30613,62036
17495,30613
7502,30613
30613,1684389
16475,30613
30613,66223
30613,84678
30613,4204469
53256,1237603
15501,16628
1237603,1643043
16628,71083
16628,45050
2220,16628
16628,1088620
3064,16628
15488,16628
16628,82805
123997,155209
11370,155209
155209,217371
146748,155209
12052,155209
155209,210344
15050,155209
11664,155209
155209,1161753
30364,155209
14837,155209
155209,216710
155209,1234708
155209,1762563
155209,1473975
13725,56523
15563,56523
56523,120826
5149,56523
52775,56523
52462,56523
56523,128206
56523,1236987
56523,1218199
116,585494
585494,1037348
54676,585494
585494,1502016
116,17288
116,56734
116,71580
116,28846
116,4173
116,145997
116,2888
116,3490
116,4495
85,116
116,6807
116,11181
116,2037
116,7056
116,15735
116,524
116,2227
116,29528
103,116
116,5530
116,12982
116,20186
116,1925
116,204
116,62064
112,116
116,1666
116,10400
116,819
116,239019
116,2283
110,116
116,47615
116,2034
116,1220273
116,230680
116,36662
116,6238
116,224
116,231610
116,23446
114,116
116,80415
116,172747
116,207800
116,3544
116,36589
116,234120
116,147057
116,4018554
16811,996617
16811,18626
1430,16811
7487,16811
1473432,2099497
1442069,1473432
781,1473432
125025,1473432
9994,1473432
11614,1473432
1473432,2710333
1473432,2682376
91670,938972
5281,91670
91670,1189929
91670,4050810
15838,87927
4730,87927
4756,87927
87927,1136406
87927,120826
64796,87927
71727,87927
87927,1145610
1709,87927
87927,1000612
45651,87927
33259,87927
23959,87927
1231,18992
1137,1231
1231,38673
1231,45400
1231,3131
3,1231
1231,2963
1231,5472
1231,102786
1231,1508927
1231,3896
1231,10205
1231,33663
1231,1892
1231,4495
85,1231
1231,5309
1231,6804
1231,1487
1231,7447
1231,9789
1231,1461
1231,9273
1231,4756
1231,16483
1231,1883866
1231,227454
1231,71070
524,1231
1231,2227
1231,1979
1231,3125
380,1231
1229,1231
103,1231
1231,5064
1231,2314
1038,1231
1231,9994
1231,5216
1231,5469
1231,1303037
1231,12640
1231,12214
112,1231
1231,3141
1231,176027
1231,11701
1231,4587
1150,1231
488,1231
517,1231
1231,27578
224,1231
1231,3291
1231,182009
1231,1425934
1231,1490
1231,109470
1231,148609
1231,492716
1231,570930
1231,3027
13401,34979
192,4726
515,4726
287,4726
4173,4726
4726,11155
2228,4726
2157,4726
4726,8332
4726,69597
4724,4726
4726,9880
29518,59129
227,4726
4726,8447
4690,4726
4726,27578
4691,4726
4726,21041
4726,15250
4726,10690
389,4726
4726,8780
4726,180425
3027,4726
4347,4726
85170,102445
19767,177300
4726,177300
15234,177300
128057,177300
5292,974169
974169,1290466
974169,1508927
22226,974169
77948,974169
101542,974169
501,974169
180486,974169
53240,974169
7060,974169
55615,974169
505710,974169
510,974169
974169,1600272
974169,1716124
1372,60373
60373,220317
10945,60373
19492,74957
59843,74957
16866,74957
74957,203683
20156,74957
54738,195525
11181,195525
5309,195525
17287,195525
42276,195525
195525,440943
19995,195525
96280,195525
63311,195525
820,3129
820,9979
820,62001
820,19274
820,6574
820,3896
820,1100
820,2713
820,66586
820,1234
820,13333
820,8534
820,1229
418,820
820,5064
820,6886
820,39391
820,884
819,820
820,824
820,2710
820,12150
820,25934
820,1930
287,1180907
1180907,2413496
39520,91461
34985,1196455
87461,1196455
15111,57395
57395,81200
16935,57395
11091,57395
11770,57395
57395,59839
102786,1295362
1107983,1295362
1771409,2205684
1040841,1771409
217296,1771409
224109,1771409
1771409,1978406
1771409,2398784
1771409,2396830
267116,1771409
52480,144009
21593,144009
5588,144009
3391,144009
41686,144009
144009,550843
119368,144009
3636,144009
144009,2981369
17696,174514
41091,174514
1813,174514
40462,174514
18979,174514
9575,174514
18973,174514
170820,174514
55536,174514
41039,174514
174514,182009
17883,174514
4347,174514
113224,184581
4726,113224
11367,113224
29222,113224
50463,113224
83872,113224
28907,113224
113224,163555
14670,113224
113224,210050
113224,1091324
108889,113224
113224,149275
85,36594
11665,36594
36594,70851
36594,39995
4014,36594
36594,140367
3149,36594
5538,1224773
4581,1224773
6471,1224773
12982,1224773
5658,1224773
34546,1224773
11278,1224773
52889,1224773
1073772,1224773
36208,1112525
1255,1112525
8998,1112525
15370,141034
10205,141034
7489,141034
3416,141034
134531,141034
8534,141034
10692,141034
4135,141034
4810,141034
14409,141034
11076,141034
100233,141034
54722,1515478
2157,1515478
14887,1515478
3027,1515478
5538,6971
6971,12094
6971,66431
1333,6971
6971,31028
6971,41042
4581,6971
6971,206919
6971,21125
3061,6971
6971,49265
388,6971
6971,20049
6971,36208
207,6971
6971,49735
5216,6971
1255,6971
1243,6971
6971,174745
6971,65301
6971,8893
6971,141450
17328,27428
116,27428
887,27428
27428,36208
10592,27428
27428,550843
18897,27428
27428,56446
819,27428
1152,27428
27428,1891568
114,27428
27428,1137903
27428,40684
525,27428
24318,27428
934,567269
72855,567269
15887,567269
8197,567269
206919,567269
207,567269
72466,567269
225692,567269
567269,1334638
414041,567269
21028,45051
45051,302165
45051,103351
45051,46590
11160,28410
12898,28410
7906,28410
980,28410
10871,28410
8261,28410
2878,28410
521,28410
4483,28410
1038,28410
3035,28410
21596,28410
2048,28410
28410,84914
49424,69122
192,49424
3894,49424
49424,50398
1796,49424
2224,49424
23958,49424
2461,49424
3223,49424
9206,49424
2090,49424
49424,143640
3087,49424
49424,62010
11006,23958
23958,55086
23958,55636
23958,82417
18471,23958
23958,1475128
20907,23958
23958,58225
6193,23958
8945,23958
23958,217371
16866,23958
6194,23958
23958,41292
23958,67773
204,23958
23958,52775
23958,118372
23958,129099
2710,23958
23958,142293
23958,128645
19392,23958
23958,1218214
20173,34918
21028,34918
7036,34918
2299,34918
6804,34918
8984,34918
10431,34918
27755,34918
34918,52852
27578,34918
21290,34918
10713,34918
224,14902
14902,932497
1892,12833
6941,12833
31,12833
3197,12833
12833,12835
12833,12834
4491,12833
1152,12833
4135,12833
4027,12833
1771,12833
4654,12833
2956,12833
6163,12833
12833,937034
28657,79072
287,28657
28657,55636
22082,28657
11616,28657
19034,28657
10297,28657
1330,28657
9206,28657
28657,1414549
28657,33259
24965,28657
192,80602
880,80602
2888,80602
80602,110380
60561,80602
17773,80602
13309,80602
41686,80602
6213,80602
12977,80602
10882,80602
5281,80602
11008,80602
80602,109560
80602,112566
54421,80602
80602,212225
55541,80602
59017,80602
80602,119589
7467,80602
74610,80602
20019,80602
33285,80602
80602,234120
80602,1736908
3968,1551044
81333,1198286
65731,1198286
150882,1198286
107437,112476
518,25129
25129,37045
25129,40462
1036,25129
11159,25129
25129,58224
25129,38160
139,25129
5657,25129
449,25129
31,55554
1205,55554
55554,67773
4512,55554
589,55554
198,55554
1201,55554
41694,55554
17696,56322
17696,39012
17696,56323
17696,22226
17696,41091
4581,17696
17696,40462
17696,18979
1461,17696
17696,23659
9575,17696
17696,18973
6941,17696
887,17696
10297,17696
6193,17696
17696,23532
103,17696
6352,17696
17696,41419
11678,17696
4764,17696
17696,550843
17696,40900
204,17696
17696,1023139
4491,17696
7399,17696
17696,18976
110,17696
11661,17696
368,17696
17696,166654
17696,182009
5587,17696
514,17696
2956,17696
25072,298410
20750,298410
102786,298410
298410,1213603
214729,298410
19767,298410
80602,298410
90776,298410
298410,1713725
70851,298410
52605,298410
8171,298410
26457,298410
67773,298410
181891,298410
74715,298410
198150,298410
298410,1120760
41039,298410
291263,298410
165425,298410
1430,298410
77072,298410
119598,298410
776,298410
141956,298410
23678,298410
118590,298410
65605,298410
298410,1107983
198149,298410
16897,298410
298410,1211812
26998,54415
26998,41039
13526,117087
74266,190900
190900,1448298
18248,42993
21111,42993
525,42993
1100,97186
1100,33663
518,1100
1100,19137
1100,116341
1100,16483
1100,3416
1100,1229
1100,18918
1100,21111
1100,2090
1100,1053422
1100,1612505
921,1100
1100,7624
1100,19011
1100,2710
1100,1523611
1100,46432
1100,2042560
1100,937897
1100,8858
1100,1224042
1100,13567
1100,4165
1100,223820
1100,107379
1100,41694
190,1100
1100,40177
1100,1226831
32203,203516
32597,203516
26009,203516
21045,203516
62010,203516
36669,577478
5281,577478
5576,11805
569,11805
11805,12900
2231,11805
4756,11805
11805,95866
11805,17832
11805,85825
3141,11805
8891,11805
1152,11805
3084,11805
11805,550534
11805,23959
11805,33260
11805,1544133
54697,141687
141687,221607
2176,141687
141687,1679798
6832,141687
36422,141687
33352,141687
54693,141687
9273,141687
49265,141687
19159,141687
60898,141687
16501,141687
380,141687
141687,158136
61363,141687
86034,141687
141687,228721
4483,141687
11850,141687
109868,141687
141687,212208
141687,1121635
5320,141687
1160,141687
141687,1392137
141687,237405
53492,141687
29220,141687
141687,160573
141687,558267
128206,141687
141687,1797016
141687,1162037
141687,1976054
16757,141687
141687,146458
1459,141687
4347,141687
13240,963117
17881,963117
6952,963117
3896,963117
1532,963117
18918,963117
963117,2413496
3783,5274
2303,5274
155934,200043
12041,59592
23459,59592
6413,59592
880,21180
21180,57829
21180,117642
4252,21180
21180,78080
16866,21180
21180,73462
1922,21180
2283,21180
1158,21180
4690,21180
5367,21180
21180,990369
23459,109109
17051,1679798
34900,109109
53366,109109
10223,41042
2482,41042
41042,63071
41042,80419
39660,41042
41042,1442411
41042,1220273
41042,172747
41042,141450
41042,194961
3,48
48,1327
48,54415
48,22970
48,502
48,20810
48,655
48,1115
48,1330
48,109
48,3063
48,146687
48,110
48,383
48,2665597
48,114
48,39121
48,237053
48,207295
48,117
48,201639
48,226411
48,108
58398,144852
1532,63073
44127,141496
141496,1230050
1487,231064
7885,231064
1327,229606
1665,229606
18067,229606
65890,229606
72309,229606
17123,17605
11108,17123
17123,66431
4581,17123
11616,17123
8930,17123
4690,17123
15886,17123
17123,34715
17123,190699
4483,83437
10747,83437
1243,83437
44930,83437
66881,83437
83437,133248
2039,20173
2039,60900
880,2039
2039,33663
2039,72466
2039,41694
2039,19665
62,8197
8197,10912
3896,8197
8197,37632
50,8197
8197,227454
31,8197
8197,8930
8197,9824
6194,8197
6949,8197
8197,23229
8197,894116
488,8197
6588,8197
6012,8197
8197,16927
8197,12763
678,8197
684,8197
8197,1010004
8197,10491
8197,213581
17051,25663
25663,527393
10215,25663
10592,25663
25663,66441
25663,1213685
1100,2713
2179,2713
2710,2713
2713,41694
2713,3027
14386,36068
36068,929825
36068,1610514
500,1003
1003,4756
1003,15152
380,1003
1003,8945
1003,67773
1003,6159
1003,5344
5292,18249
18249,102786
18249,216674
18249,80602
6804,18249
18249,19492
15152,18249
18249,20959
18249,77069
15393,18249
18249,555316
18249,54424
18249,1931887
18249,47374
18249,1229974
18249,20156
75659,80950
92712,1222801
80950,1222801
516,9278
9278,10860
9278,216674
9278,21127
9278,997593
9278,1771409
4495,9278
9278,176023
9278,14329
9278,15735
9278,10297
8536,9278
6193,9278
9278,20049
9278,14892
31,9278
8945,9278
103,9278
9278,59919
9278,19292
9278,17835
9278,18352
9278,18976
1158,9278
488,9278
9278,15424
1243,9278
1201,9278
9278,35595
84214,98285
2224,98285
98285,212686
98285,1635720
80602,98285
6832,98285
25129,118545
64471,98285
6352,25129
18277,98285
25129,29369
19292,98285
2294,25129
98285,1300650
1734,25129
98285,505710
10400,25129
98285,1337227
18976,25129
98285,111946
21457,25129
98285,1052108
11024,25129
98285,2805883
19724,25129
25129,58006
6929,25129
25129,107379
9208,25129
5292,15543
10814,15543
5281,15543
15543,72208
210877,1340664
102786,2063651
1537084,2063651
1781827,2063651
1596650,2063651
1151766,2063651
1562344,2063651
111455,2063651
77897,2063651
1883106,2063651
1127406,2063651
2063651,2128152
2063651,2087866
2063651,3096993
59764,98834
59764,123073
39104,59270
23367,59270
59270,1822392
25819,59270
15915,59270
8783,934253
77496,934253
19303,23646
23646,1637021
1813,23459
1813,57219
1813,102786
1813,1508927
1813,17178
1813,33663
1813,216674
882,1813
85,1813
520,1813
1813,15762
134,1813
1813,17052
4566,17787
1813,58224
1813,15735
1813,53761
192,4566
1813,10297
4566,84497
1813,1368012
62,4566
380,1813
4566,5472
103,1813
3129,20188
3092,20188
20188,110014
228,1907
1907,9880
1907,18976
1907,25837
1907,15112
1907,59650
17778,58430
58370,67979
326,58370
2299,58370
8269,58370
335,58370
58370,1292258
10993,58370
58370,986808
3,58370
12519,58370
54729,58370
9560,58370
45827,58370
228,58370
58370,60021
8335,58370
42993,58370
58370,59175
1907,58370
46593,58370
15852,58370
11477,58370
58370,1230713
29298,58370
6905,58370
58370,59219
58224,58370
29222,58370
418,58370
230,58370
49271,58370
11702,58370
58370,449513
58370,128150
18976,58370
58370,303020
29220,58370
58370,1585444
17403,58370
58370,155282
57137,58370
12897,58370
58370,1766047
58370,1519512
58370,62816
6384,16847
3036,16847
2231,16847
16847,1078608
16847,20187
4610,16847
2294,16847
5602,16847
150,16847
488,16847
16847,102429
138,16847
11090,16847
16847,59291
3027,16847
16847,58098
59175,84223
59175,102786
56731,59175
880,59175
59175,76512
59175,72129
59175,214839
59175,131519
59175,212208
53116,59175
8891,59175
1152,59175
59175,110927
14386,59175
1243,59175
11090,59175
59175,116805
59175,101244
59175,69345
21183,59175
59175,84932
15905,59175
59175,94146
59175,59184
59175,1652776
287,130875
5472,195274
4135,130875
151344,195274
195274,1609794
15735,1405914
234924,1405914
6384,1078608
7517,1078608
4570,1078608
224513,1078608
138,1078608
9191,222068
212,222068
4173,41043
76944,222068
41043,42663
41043,65524
41043,42627
1477830,2471327
1840,1477830
1477830,1973988
37759,122535
85,122535
122535,1190069
122535,1221053
937,122535
66620,122535
30364,122535
16847,1049536
569,77948
77948,102786
77948,1190668
4495,77948
8691,77948
67599,77948
76594,77948
77948,125025
77948,131519
3223,77948
77948,212208
67773,77948
3905,77948
4429,77948
77948,85825
53397,77948
77948,85138
77948,130565
206,77948
77948,78030
14386,77948
77948,969218
60255,77948
1243,77948
54421,77948
77948,79504
77948,1356210
77948,223820
77948,1562344
77948,150810
77948,111455
55775,77948
77948,111946
41694,77948
77948,87026
77948,929998
51918,77948
77948,224228
77948,1641153
77948,226001
77948,446511
77948,3116852
77948,1976643
77948,1382987
287,1034681
54738,1034681
481337,1034681
71375,1034681
3061,1034681
2228,1034681
10297,1034681
72466,1034681
1034681,1687041
83002,1034681
4491,1034681
39995,1034681
1034681,1459885
488,1034681
1034681,1224999
1034681,1171570
1034681,1173984
1034681,1059572
1034681,1561997
102,177905
10215,177905
10592,177905
39624,177905
84678,177905
101831,177905
7487,177905
202032,1397778
71083,202032
2954,5292
17606,21028
2954,34490
2954,3131
131,2954
17606,84497
2954,1442069
2229,17606
2888,2954
2954,37158
3392,17606
2954,110380
112,17606
2954,18288
1532,2954
4491,17606
134,2954
517,17606
1461,2954
1233,17606
2954,10127
2227,2954
1769,17606
2954,17245
31,2954
2954,5064
2954,87025
2954,18277
64,2954
2954,95678
2219,2954
1152,2954
1,2954
1243,2954
2954,47640
2954,5655
2954,11614
2954,969493
2954,1107983
2954,16294
2954,41694
1614,2954
2954,234120
2954,8780
1884,2954
2954,1921133
429,572541
72129,572541
39391,572541
3292,572541
224,572541
974,12207
974,4566
974,11370
974,9032
974,5539
7042,47652
47632,47652
47652,71010
47652,53517
47652,47991
47652,91651
47652,1908668
47652,142030
47652,3845804
139,29459
29459,1523704
1204,29459
3185,29459
35549,1216046
5309,89820
17283,89820
34257,89820
89820,1175394
2227,89820
61363,89820
89820,972040
73462,89820
17078,89820
89820,1220189
3292,89820
477,89820
89820,89822
89820,1037682
40389,89820
53366,89820
89820,117795
89820,148117
11367,123997
11367,1508927
11367,33663
11367,216674
11367,357551
3492,11367
11367,52154
11367,62861
11367,12052
11367,2271164
37632,39459
11181,39459
3061,39459
9048,39459
39459,1334638
39459,2665597
1243,39459
39459,59839
39459,1595457
6574,27422
4173,27422
16940,27422
4566,27422
9191,27422
11181,27422
2232,27422
380,27422
10814,27422
3210,27422
782,27422
27422,586796
64,27422
15425,27422
10981,27422
1158,27422
206,27422
27397,27422
27422,80536
510,27422
378,27422
6238,27422
27422,73040
8296,27422
13474,27422
27422,2814160
27422,163422
27422,232596
27422,4040569
746,27422
2922,27422
1108,10430
934,1108
1108,30614
1108,2226
1108,81364
1108,44056
1108,2684944
2427483,2695385
198150,1294883
6861,15757
1032,15757
15757,136487
7090,15757
2154,15757
15757,91609
15757,32895
15757,179632
15757,45863
15757,26996
15757,170802
15452,15757
5724,116341
5724,52849
2157,5724
5724,18626
2461,5724
5469,5724
5724,81200
1152,5724
5724,1219901
5724,87131
1430,5724
5724,113245
5724,1217738
5724,57551
5724,15788
5713,5723
5713,21088
5713,74688
5713,11108
2387,5713
5713,15757
5713,5724
5713,15758
5713,57599
5713,15760
1032,5713
5713,221581
5713,16866
5713,166772
5713,27102
2282,15760
3272,15760
15760,1700631
15760,37936
15760,32600
525,15760
15760,62760
15760,15789
7166,57599
62,57599
6384,57599
9656,57599
56903,57599
21593,57599
57599,59671
49265,57599
57599,70851
12111,57599
18976,57599
11863,57599
94124,144279
41757,94124
30882,94124
94124,1267385
94124,1695635
5292,15758
11006,15758
9778,15758
15758,1508927
15758,74688
19,15758
2888,15758
15758,18288
9779,15758
3897,15758
15758,60561
15758,17773
134,15758
9575,15758
15758,29222
15758,84933
15758,18686
15758,159572
15758,82702
15758,18746
12836,15758
15758,62066
15758,67773
12835,15758
15565,15758
15758,240799
15758,98628
1922,15758
8891,15758
15758,33655
11701,15758
4587,15758
4690,15758
1160,15758
4244,15758
15758,67274
9562,15758
15758,1179651
15758,36424
4237,15758
15758,234120
15758,492716
15758,96091
15758,2396830
15758,92945
41091,1254583
1428,41091
516,41091
41091,51382
41091,56322
1892,41091
4495,41091
23659,41091
41091,52792
2228,41091
41091,1240487
41091,62831
887,41091
11864,41091
6968,41091
41091,1483976
41091,90633
41091,179896
41091,69597
41091,67773
41039,41091
7399,41091
41091,1136517
206,41091
368,41091
41091,58317
32905,41091
17403,41091
41091,2413513
7487,41091
144279,1225783
144279,1154108
1267385,1332494
1332494,1332495
41757,109410
115625,1222596
19189,43265
6715,6719
6715,51300
5602,6715
138,6715
6715,79741
1461,6719
6719,132857
6681,6719
6719,15799
6719,6726
6719,78501
5140,6719
6719,15905
6719,123516
8635,1207320
51300,1038661
56159,1038661
51918,1038661
51300,62596
9832,51300
50094,51300
3416,37206
1064,2963
1064,2778
1064,3974
1064,18626
1064,75343
24,1064
521,1064
1064,159572
1064,82702
1064,5602
1064,1952
1064,6818
1064,1152
510,1064
240,1064
1064,16379
1064,19665
4886,9824
4886,5958
47,4886
1430,4886
4886,16850
4886,1223867
4886,10828
4886,237405
4886,937041
938,52851
938,51329
938,3061
938,1245
938,1224484
488,938
938,58525
938,54421
938,3664
938,129193
223181,223185
223181,227376
223181,227222
223181,1019759
223181,1037287
223185,1037287
143341,1037287
460594,1037287
88941,1037287
227376,1037287
565389,1037287
1037287,1206292
1037287,1486350
223181,1355508
930457,1355508
223185,1019759
223181,1345076
223181,1157410
1629636,2723354
1224484,2723354
7399,2723354
2723354,3048915
2275493,2723354
223181,223187
223187,1364869
223187,1230955
223187,1430891
223181,1364869
33641,1364869
1230955,1364869
88941,1364869
1128305,1364869
1364869,1430891
1629636,4215344
1141894,4215344
1635720,1653370
1635720,2723354
1427680,1635720
18918,1635720
28238,1635720
1635720,1711290
1513866,1635720
63522,1629636
1569980,1629636
1249199,1629636
1629636,1911673
446511,1629636
234801,1629636
63585,70106
18897,70106
1341,70106
62410,70106
1619,70106
2295,3490
3490,17306
3490,73269
3490,54422
3490,1282054
3490,36208
3490,5281
2294,3490
3490,18976
1243,3490
3490,5655
3490,11614
3490,1043380
3490,41671
525,3490
3490,37618
3490,3556
192,7672
7672,58225
31,7672
7672,212985
7672,132856
7672,132857
7672,30485
7672,33501
21911,83020
77304,83020
62,20848
20848,54693
1772,20848
3492,20848
3416,20848
20848,169440
20848,38225
20848,1504623
20848,137429
138,20848
20848,1224952
20848,1019545
10859,20492
15033,20492
16847,20492
1772,20492
20492,1099170
10580,20492
6856,20492
20492,69597
20492,20494
5602,20492
5916,20492
20492,36169
20492,24967
20492,52365
138,20492
20492,234506
9656,64439
60898,64439
9824,64439
18897,64439
64439,83002
955,64439
25246,64439
64439,148881
16962,64439
6195,1313564
139135,1313564
42373,2413496
