id,title,release_date,budget,revenue,vote_average,vote_count,popularity,genres,keywords
37799,The Social Network,2010-10-01,40000000,224920315,7.364,11442,33.919,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2157, 818, 1680, 1595, 2463, 5857, 9672, 12361, 12995, 15016, 33456, 161166, 162749, 170209, 171063, 171065, 171067, 171068, 171070, 176834, 220076, 220831, 222517, 251292]"
371743,Sophie and the Rising Sun,2016-01-27,0,0,6.7,27,4.37,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[818, 1956, 5992, 10131, 187056, 207883]"
173488,Spark: A Burning Man Story,2013-08-16,0,0,5.7,12,1.309,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[160213, 187056]"
56554,Stag Night of the Dead,2010-10-31,0,0,3.3,16,1.193,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
394741,Stan & Ollie,2018-12-28,10000000,24400000,6.979,979,16.095,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[212, 1786, 3230, 3485, 5565, 9672, 169085, 173687, 208611, 214548]"
144390,The Startup Kids,2012-12-01,0,0,6.8,14,1.4,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4434, 5565, 159983, 185507, 185509, 185510, 185511, 185512, 187056]"
274165,Sticky Notes,2017-02-01,0,0,5.237,19,3.459,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1196, 733, 5905, 10163, 12670, 18035, 187056, 193049]"
470897,Strange but True,2019-10-17,0,343038,5.878,160,13.965,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
89883,Stuck Between Stations,2011-11-04,0,0,6.652,23,2.179,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
133441,The Summit,2013-10-04,1000000,243550,6.9,91,4.975,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[486, 8624, 9356, 160177, 209504]"
277702,Supremacy,2014-06-12,0,0,5.8,56,5.128,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1562, 156121, 207156, 209044]"
506025,Swimming with Men,2018-07-06,0,0,6.1,67,10.863,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[195012, 245071]"
398780,Swing State,2017-02-03,0,0,4.9,7,2.287,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
535437,Swiped,2018-11-06,0,0,4.473,675,16.366,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6104, 3616, 6733, 10058, 246985, 287316]"
38961,Tamara Drewe,2010-07-14,0,12037973,5.855,414,17.729,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[736, 548, 5331, 199024]"
226486,Tammy,2014-07-02,20000000,100500000,5.341,1155,17.555,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
398541,Teenage Kicks,2016-10-15,0,0,5.696,23,5.301,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5657, 6054, 931, 726, 738, 708, 3230, 6203, 7928, 8224, 10683, 9872, 158718, 162804, 172291, 189438, 243959, 245064, 247821, 258533, 268132]"
284689,Testament of Youth,2014-10-14,0,1822250,7.286,721,14.797,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[428, 2504, 496, 2821, 7722, 13088, 14641, 18454, 41364, 163853, 180413, 193787, 202898, 206443, 210184, 234626, 236508, 245606, 247992]"
140873,That Guy... Who Was in That Thing,2012-10-11,0,0,6.5,25,2.82,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[208586, 257714]"
80337,These Amazing Shadows,2011-01-22,0,0,7.4,66,3.784,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33490, 40900, 171965]"
521646,The Things We've Seen,2017-01-28,0,0,8.4,5,0.97,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[1415]
22907,Takers,2010-08-26,32000000,80205382,6.22,1191,23.487,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[974, 4898, 10051, 15363, 41616, 159913]"
73350,Talihina Sky: The Story of Kings of Leon,2011-06-24,0,0,5.8,11,0.959,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1463, 11700, 12987, 195690, 211349]"
619651,This Is Not a Movie: Robert Fisk and the Politics of Truth,2019-09-06,0,0,7.0,3,1.269,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[5907, 157198, 184996, 192312, 215036, 222719, 226547, 256693]"
470370,Thomas & Friends: Journey Beyond Sodor - The Movie,2017-08-22,0,482723,6.7,11,8.151,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",[]
333382,Thought Crimes,2015-05-11,0,0,6.2,44,2.901,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
466380,Three Summers,2017-11-02,0,0,6.4,11,2.955,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5657, 13088]"
72186,Thunder Soul,2010-03-13,0,0,6.8,8,0.802,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[3017, 207539]"
43924,The Tillman Story,2010-08-22,0,0,7.106,47,2.627,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
273271,Time Lapse,2014-05-24,0,19572,6.512,1143,12.596,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2964, 395, 5305, 6025, 1743, 4379]"
44683,Tinker Bell and the Great Fairy Rescue,2010-07-29,0,0,6.731,868,48.715,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[10084, 212, 548, 334, 970, 2343, 3205, 2710, 4332, 6876, 9713, 9825, 13088, 14760, 204703, 224502]"
514510,To Dust,2019-02-08,0,0,6.214,21,3.728,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10123, 9872, 34079, 239091]"
6844,The Ten Commandments,1956-10-05,13000000,122700000,7.748,1450,62.656,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[6917, 1160, 536, 488, 2856, 186, 2831, 2618, 3036, 11704, 11001, 157894, 182599, 186756, 186939, 194195, 253695]"
455411,Tom and Jerry: Willy Wonka and the Chocolate Factory,2017-06-28,0,0,6.603,121,50.343,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",[]
158852,Tomorrowland,2015-05-19,190000000,209200000,6.26,6691,59.255,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[1436, 12332, 40850, 173276, 214714, 214715]"
23023,Tooth Fairy,2010-01-14,48000000,112462508,5.477,1882,30.351,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[2710, 6483, 33597, 158172, 179431, 195719]"
499573,Top End Wedding,2019-05-02,0,3681669,5.806,36,5.911,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13027, 241432, 274520]"
64635,Total Recall,2012-08-02,125000000,198800000,6.007,5203,44.965,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4565, 4289, 9714, 156650, 174375, 187008, 187019, 187020, 187022, 187023, 187024, 187025, 187028, 187033, 187046]"
499155,Touch Me Not,2018-10-05,0,0,5.375,48,5.646,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
390353,Traceroute,2016-04-28,10000,0,6.5,11,2.152,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6078, 1740, 5801, 7312, 200243, 215191, 220266]"
473149,Traffik,2018-04-20,4000000,5132274,6.176,423,24.844,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1415, 798, 1157, 417, 1721, 1420, 1930, 6019, 6951, 9856, 9826, 34079, 157344, 243697]"
250658,The Internet's Own Boy: The Story of Aaron Swartz,2014-06-27,0,48911,7.861,407,8.132,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2157, 5565, 11615, 191509, 215267, 242777]"
157336,Interstellar,2014-11-05,165000000,701729206,8.426,33441,196.674,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10084, 2964, 1612, 4776, 310, 1432, 1521, 4565, 1963, 3801, 3417, 4337, 4380, 8056, 10235, 9882, 14544, 14626, 14760, 33479, 154846, 156039, 195114, 208757, 220800, 240303, 270088, 272987, 290900]"
419298,The Intestine,2016-10-03,0,0,6.5,2,0.656,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1329, 2864, 11322, 240315]"
534338,An Interview with God,2018-08-20,0,0,7.1,240,39.626,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[242, 736, 1157, 4434, 9649, 40920, 166490, 220362, 234957, 253695]"
37921,In Harm's Way,1965-04-06,4200000,0,6.56,134,12.828,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[3588, 11109, 3365, 5947, 6610, 12999, 33388, 34004, 158372, 162031, 162365, 275634]"
208345,Into the Cold: A Journey of the Soul,2010-04-01,0,0,5.3,3,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1963, 34154]"
351242,The Intervention,2016-08-26,0,0,5.839,152,8.621,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5809, 40920, 159700, 187056]"
334538,Into the Forest,2016-06-03,0,9995,5.85,633,18.071,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[657, 733, 380, 818, 4565, 5774, 9897, 10349, 12394, 14755, 187056, 218060]"
451199,Into the Rainbow,2017-04-08,0,0,7.2,4,1.367,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[240302]
482566,Intrigo: Dear Agnes,2019-10-10,0,0,5.6,28,11.532,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[]
917281,Into the Abyss,2023-07-06,0,0,6.392,51,17.77,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
360029,Into the Inferno,2016-09-07,0,0,6.945,199,10.225,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5946, 3347, 7051, 7348, 157963, 163398, 176561, 184134, 223890]"
482568,Intrigo: Samaria,2019-10-10,0,0,5.7,38,4.788,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[]
639514,Into the Darkness,2020-01-09,0,0,6.0,35,8.481,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[1956, 155294, 185204]"
216282,Into the Storm,2014-08-06,50000000,160600000,6.031,1917,30.159,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2213, 2493, 12336, 11710, 10617, 163053, 189411]"
224141,Into the Woods,2014-12-24,50000000,212902372,5.752,4107,22.922,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[616, 7376, 3205, 3071, 4344, 10181, 10541, 166472, 179411, 179431, 192993]"
408609,The Intent,2016-07-29,0,0,5.8,20,1.816,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1568, 1419, 3508, 10776, 10726, 15090, 156117]"
524247,The Intruder,2019-05-03,8000000,40600000,6.064,538,22.602,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[387, 6259, 4129, 1655, 4543, 6844, 7946, 9826, 172742, 180340, 207317, 208127, 211473]"
641370,Invasion: Planet Earth,2019-12-05,0,0,5.341,92,15.46,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[14909]
333674,Intruders,2016-01-15,0,0,5.905,443,10.477,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[10353]
63207,Intruders,2011-09-12,13000000,3012210,5.457,478,11.834,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[14586, 181068]"
59435,An Invisible Sign,2010-10-06,0,51138,5.2,97,11.7,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[2303, 8102, 14518, 14760, 187056]"
551605,Invisible Essence: The Little Prince,2018-10-16,0,0,7.0,4,0.719,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
566228,The Inventor: Out for Blood in Silicon Valley,2019-01-24,0,0,7.085,223,12.207,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1576, 4373, 12094, 158025, 241317]"
410348,Is That a Gun in Your Pocket?,2016-09-16,0,0,6.5,13,1.717,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
37472,Ip Man 2,2010-04-29,12902809,36000000,7.452,2121,5.055,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[779, 6092, 6075, 12354, 33401, 33402, 33585, 33713]"
240704,Island of Lemurs: Madagascar,2014-04-03,0,13842409,6.2,28,6.278,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3645, 18165, 181033, 221355, 263548]"
540291,Isabelle,2019-05-24,0,0,5.131,119,12.608,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
165491,Islam: The Untold Story,2012-08-28,0,0,7.6,5,0.843,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
511539,Island of the Hungry Ghosts,2019-01-11,0,0,6.2,8,2.262,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[658, 5657, 2041, 1729, 10787, 9970, 187056]"
456085,Island Soldier,2017-05-03,0,0,6.0,1,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13065, 33564, 235149]"
9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,38000000,119700000,5.607,2061,33.426,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[2041, 1706, 470, 4391, 3271, 3289, 9823, 14760, 221192]"
308526,Isn't It Delicious,2013-05-11,0,0,5.0,4,1.943,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
1635,The Island,2005-07-21,126000000,162949164,6.7,5085,31.041,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6017, 2038, 10685, 741, 6089, 402, 4565, 11628, 187008, 188959, 226039, 227369, 257783]"
186606,iSteve,2013-04-14,0,0,4.833,31,3.625,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[5565]
449563,Isn't It Romantic,2019-02-13,31000000,48800000,6.221,3376,36.489,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[242, 8201, 9799, 9755, 9840, 11931, 171567, 202749, 262125, 269528]"
408490,It Came from the Desert,2018-09-07,731000,0,4.69,63,11.801,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5404, 41645, 214997, 222720]"
418078,It Comes at Night,2017-06-09,5000000,19280931,5.844,2216,16.847,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[657, 3030, 1541, 3762, 1849, 3255, 2340, 4458, 5774, 13073, 15162, 41410, 188973, 207419, 208304, 215015, 237632]"
346364,It,2017-09-06,40000000,701800000,7.241,18310,69.626,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1415, 818, 3199, 6733, 8303, 10683, 9856, 9826, 9903, 9927, 10873, 13031, 13073, 13088, 15127, 156091, 163764, 172784, 208349, 241827, 245450]"
153854,It Felt Like Love,2013-01-31,0,0,5.442,51,6.241,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10683, 187056]"
257254,It Was You Charlie,2013-10-06,0,0,7.0,3,1.567,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
184791,It Takes a Man and a Woman,2013-03-20,0,0,6.6,5,4.281,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6895, 187056]"
270303,It Follows,2015-02-04,2000000,14674076,6.566,6023,55.811,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[966, 3713, 6152, 9713, 10629, 10809, 10873, 18021, 156075, 178649, 197314, 206298, 209141, 286954]"
114779,It's a Disaster,2013-04-12,0,0,6.4,203,5.481,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10123, 12332, 155939, 200645, 200646, 200647]"
636709,It Takes a Lunatic,2019-05-03,0,0,5.3,9,2.304,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[5565]
73814,Love Matters,2009-01-22,0,0,5.0,1,2.638,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
520369,It's a Hard Truth Ain't It,2018-04-25,0,0,7.0,10,1.201,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",[]
42057,It's a Wonderful Afterlife,2010-05-07,0,0,4.684,19,3.342,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[212, 9826, 10132, 162846, 187056]"
731529,It's Her Day,2016-10-09,0,0,5.5,1,0.876,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
489412,It's Such a Beautiful Day,2012-08-24,0,0,7.892,287,13.544,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[3030, 4978, 2398, 10123, 9887, 11612, 40895, 41329, 161919, 163599, 184439, 209212]"
119569,Marvel One-Shot: Item 47,2012-09-13,0,0,6.457,491,13.953,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[9715, 4289, 9717, 180547, 263548]"
134782,The Italian Key,2011-12-16,1800000,0,6.2,6,1.345,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
100283,iThemba,2010-11-25,0,0,7.0,1,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
411023,The Ivory Game,2016-09-02,0,0,7.492,59,4.747,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[409, 8723, 9902, 213971]"
98585,Ivory Tower,2010-08-11,0,0,5.8,4,2.437,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
105531,Jack & Diane,2012-11-02,0,0,3.943,70,8.314,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9833, 12564, 15136, 158718, 163037]"
398362,Izzie's Way Home,2016-05-17,0,0,1.9,8,5.702,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[2269, 14785, 15097, 204905, 226139, 226140, 226141]"
373209,Izzy Gets the F*ck Across Town,2018-06-22,0,0,5.364,55,5.156,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
412540,JL Family Ranch,2016-07-22,0,0,5.3,19,5.296,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[18035]
88794,J. Edgar,2011-11-09,35000000,84606030,6.223,2308,14.699,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1812, 5565, 6165]"
13932,Jack-Jack Attack,2005-03-15,0,0,7.313,875,14.61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1701, 657, 1009, 9715, 5783, 4375, 6513, 2604, 33618, 263548]"
59951,Jack Falls,2011-03-21,0,0,4.8,24,4.452,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[9730]
75780,Jack Reacher,2012-12-20,60000000,218300000,6.619,6634,97.815,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1589, 732, 818, 1543, 1583, 703, 5340, 10085, 10410, 11148, 14780, 33518, 155873, 161249, 167104, 179062, 180172, 185994, 198982, 226425, 240303, 241876, 243769, 273613, 283629, 309768, 323141, 325712, 327340]"
343611,Jack Reacher: Never Go Back,2016-10-19,60000000,162100000,5.968,4605,66.342,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[818, 1849, 769, 1632, 2411, 9663, 14783, 303565]"
342464,Jack of the Red Hearts,2016-02-26,0,0,7.1,100,8.594,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1646, 10453, 187056, 240237, 240315, 240485]"
137094,Jack Ryan: Shadow Recruit,2014-01-15,60000000,135500000,6.116,2715,40.906,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1589, 212, 591, 417, 818, 1653, 2051, 2367, 9826, 10410, 13015, 18420, 155723, 158780, 161304, 185994, 209817, 295635, 326871, 326873]"
81005,Jack the Giant Slayer,2013-02-27,195000000,197700000,5.824,4710,59.574,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[179411, 189099]"
58760,Jackboots on Whitehall,2010-10-08,6000000,20776,4.739,23,4.661,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[2652, 392, 1956, 10121, 11691, 297442]"
16290,Jackass 3D,2010-10-15,20000000,117224271,6.616,1287,17.603,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4424, 5452, 5956, 6241, 179431]"
459947,Jackals,2017-09-01,0,0,5.482,165,9.311,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6158, 208289]"
376866,Jackie,2016-12-02,9000000,13960394,6.453,2223,18.827,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[441, 840, 4129, 4170, 5565, 5720, 8570, 9872, 11033, 165042, 170548, 175421, 192279, 208992, 258137]"
333123,Jackrabbit,2015-04-18,0,0,4.5,19,2.099,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[12190]
324277,Jaco,2015-03-17,0,0,7.5,28,4.258,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",[]
289891,Jackie & Ryan,2014-09-01,0,19305,5.9,134,9.187,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
84288,The Invisible War,2012-01-20,0,66167,7.2,102,6.714,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[570, 447, 4411, 11527, 18035, 161166, 163119, 190327]"
111473,The Invisible Woman,2013-12-25,0,3986888,5.896,183,11.887,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[5565]
