id,title,release_date,budget,revenue,vote_average,vote_count,popularity,genres,keywords
241843,Cooties,2014-10-10,0,581011,5.896,699,21.249,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8102, 10508, 12377, 188957, 208349]"
101173,Coriolanus,2011-02-14,7700000,1072602,5.877,418,17.238,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1399, 1402, 5563, 9823, 10614, 14708, 14767, 14831, 157331, 157332]"
454151,Copwatch,2017-04-23,0,0,5.9,11,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
37902,Corrado,2009-01-01,0,0,3.8,4,2.565,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[2708]
639771,Cosmos,2019-11-08,0,0,5.87,81,8.348,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[]
465069,The Teacher's Correspondence,1966-01-09,0,0,5.0,2,0.6,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
358332,Cosmos Laundromat,2015-08-10,0,0,6.489,45,4.117,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[3020, 263548]"
109091,The Counselor,2013-10-25,25000000,71009334,5.264,1756,17.623,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3391, 496, 2149, 3880, 10909, 183185]"
611914,The Courier,2019-11-22,0,4700862,5.971,516,28.571,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[212, 9730, 8662]"
29427,The Crazies,2010-02-26,20000000,54956140,6.252,1906,28.752,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1865, 9665, 9714, 41410, 160059, 179431, 188957]"
652062,Crazy People,2018-05-01,0,0,6.0,1,1.69,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
312221,Creed,2015-11-25,37000000,17360000,7.415,7086,69.387,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[240, 534, 6075, 1310, 1482, 10163, 15285, 17977, 156330, 186779, 209476, 210772, 229298, 245031, 248761, 257972]"
316390,Creed of Gold,2014-08-12,0,0,5.333,3,0.6,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
597856,Critters Attack!,2019-07-13,0,0,5.718,188,18.836,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[3616, 2604, 9663, 9951, 13031, 14909, 193516]"
64325,Cross,2011-05-21,2000000,0,4.095,42,6.326,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[12670, 232166, 232173]"
384452,Cruel Summer,2016-08-27,0,0,5.833,24,3.689,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
541184,Cubby,2019-11-01,0,0,4.7,6,1.4,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[456, 738, 2679, 2604, 6432, 14647, 41523, 190830]"
201086,Cuban Fury,2014-02-14,0,0,6.1,299,12.648,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
77716,The Cup,2011-11-13,0,0,6.2,13,4.879,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[6075, 154867, 155759, 160303]"
418879,The Current War,2018-02-01,30000000,12217160,6.689,1001,18.398,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[5565, 207928]"
157289,Curfew,2012-03-28,50000,0,7.3,125,5.003,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[263548]
220514,HazMat,2013-08-16,0,0,5.3,10,2.131,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
487670,The Death of Superman,2018-07-24,0,0,7.421,706,17.536,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[9715, 9717, 238131, 242295, 253375]"
299939,Debug,2014-11-03,0,0,4.3,89,12.043,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
353495,Death-Scort Service,2015-10-13,0,0,1.3,3,1.4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
91255,Death Walks at Midnight,1972-11-17,0,0,6.221,52,7.671,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2660, 2706, 5498, 12339, 12570, 190007, 272242]"
395990,Death Wish,2018-03-02,30000000,34017028,6.141,2413,42.49,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[642, 818, 6149, 1419, 1930, 703, 9714, 7002, 10950, 15002, 15009, 208397, 240303, 266013]"
18499,The Decline of the American Empire,1986-06-19,0,0,6.808,143,11.502,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
134409,Decoding Deepak,2012-03-11,0,0,6.0,2,0.84,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5565, 176561]"
430474,Deep,2017-05-11,6000000,10972300,5.94,134,16.22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1357, 242, 2771, 4388, 3400, 8721, 161171, 166971]"
395319,Definition of Fear,2015-12-05,0,0,7.1,5,2.268,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10114, 13209]"
481850,Demi Lovato: Simply Complicated,2017-10-17,0,0,7.9,130,7.998,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",[3490]
292396,Deliverance Creek,2014-09-13,0,0,5.5,10,1.843,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
479746,Demons,2017-10-06,0,0,5.5,25,3.214,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
489162,Denmark,2019-12-05,0,0,6.35,20,2.485,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
207763,Dementamania,2013-08-23,0,0,5.5,2,4.148,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
54094,Demons Never Die,2011-10-27,2000000,0,4.414,29,3.353,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
207773,The Demon's Rook,2013-08-24,0,0,4.679,14,0.87,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[2343, 7939, 15001]"
244610,The Den,2013-12-12,500000,410129,5.992,320,15.452,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[6149, 1930, 10878, 12361, 15460, 158763, 163053, 184712]"
28562,Denizen,2010-01-01,0,0,2.0,1,0.875,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
211438,Departures,2011-05-14,0,0,7.2,2,0.912,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
501977,Depraved,2019-09-13,0,0,5.511,44,7.428,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[447, 157741, 162810, 174413]"
270495,Desert Cathedral,2014-05-17,0,0,6.0,7,0.618,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[236, 167043, 169950]"
324852,Despicable Me 3,2017-06-15,80000000,1031600000,6.451,6694,64.218,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[378, 7375, 9663, 9890, 219832, 299811]"
526583,Design Canada,2018-06-13,0,0,7.0,1,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[213498]
204037,Desert Runners,2013-12-06,0,0,7.0,10,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
394711,Destined,2017-11-17,0,0,5.667,3,4.996,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",[]
135647,The Details,2012-11-02,0,63595,6.009,163,10.46,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6396, 162881]"
467342,Destruction: Los Angeles,2017-09-21,0,0,5.556,89,15.724,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3521, 12193, 12670, 163398, 251136]"
365359,Detours,2016-04-20,0,0,5.0,3,1.805,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7312, 18035]"
569499,Detainment,2018-05-30,0,0,6.648,91,6.582,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[516, 1930, 9672, 9826, 157241, 263548]"
450308,Deuces,2017-04-01,0,0,5.9,28,2.943,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
288445,The Device,2014-12-16,0,0,3.6,38,3.683,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1889, 380, 12553, 209193]"
507712,The Devil Has a Name,2019-08-04,0,0,5.367,49,10.73,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6305, 11038, 10489, 10590, 154846]"
100493,The Devil's Carnival,2012-04-05,500000,0,5.737,78,5.476,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[6154, 3199, 11436, 4344, 7412, 9856, 10886, 10139, 15001, 161757, 177875]"
79316,Devil's Due,2014-01-08,7000000,36433975,4.581,496,21.35,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[254, 10138, 163053]"
633686,The Devil's Harmony,2019-10-30,0,0,6.385,14,2.097,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[4344, 263548]"
574047,The Devil's Machine,2019-03-02,0,0,4.0,8,3.265,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
286491,The Devil's Mile,2014-07-26,0,0,3.5,7,1.642,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
463015,Devil's Whisper,2017-06-10,0,0,4.9,23,6.206,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
186889,Devil's Tower,2014-09-05,0,0,3.8,26,1.471,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
635737,Devil's Revenge,2019-10-01,1500000,0,4.5,10,3.16,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
362703,Diablo,2016-01-08,0,0,4.9,158,8.398,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[]
33217,Diary of a Wimpy Kid,2010-03-19,15000000,76196538,6.224,1498,33.986,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[2836, 10683, 11687, 11336, 13035, 15101, 179431, 209220, 224637, 234125]"
473711,Diana and I,2017-09-04,0,0,7.5,3,2.442,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",[]
118289,Diana,2013-09-19,15000000,21766271,5.6,466,12.986,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7376, 7879, 212, 2560, 4833, 5565, 10131, 220649, 300091]"
417830,Diary of a Wimpy Kid: The Long Haul,2017-05-19,22000000,40120144,5.316,438,31.105,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[7312, 15101, 18035]"
519316,The Dig,2019-04-26,0,0,7.5,40,2.645,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
53861,Die,2010-01-06,0,0,4.667,54,9.803,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[]
215039,The Dick Knost Show,2015-10-01,0,0,5.8,4,1.959,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
519719,Diminuendo,2018-04-20,300000,0,5.0,8,14.244,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
432607,Dina,2017-10-04,0,0,6.4,18,1.942,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
249170,Dinosaur 13,2014-08-15,0,0,6.818,89,5.49,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1720, 1719, 4477, 12616, 185456, 185457]"
159770,The Dirties,2013-10-04,10000,0,6.178,107,7.343,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11196, 6270, 3230, 11800, 10624, 9748, 9986, 12392, 158449, 171676, 190742, 193049, 223510, 242574]"
327331,The Dirt,2019-03-22,0,0,7.483,1153,22.548,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",[]
333820,The Diplomat,2015-04-23,0,0,6.6,9,2.299,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[5565]
553030,Dirty God,2019-04-11,0,0,5.921,39,3.555,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[187056, 255743]"
113039,The Disappearance of McKinley Nolan,2010-10-01,0,0,7.0,1,0.674,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2957, 422, 2956, 6092, 4595, 10941]"
330993,Disciples,2014-09-12,0,0,4.2,10,1.245,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
131951,The Disappeared,2012-09-12,0,0,5.5,12,1.96,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
418927,Discreet,2017-02-11,0,0,4.3,10,2.888,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[739, 9748, 158718]"
224244,Discopath,2013-08-03,0,0,4.431,36,4.021,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6719, 10714, 33998, 177299, 206850]"
1135431,Disguise,2023-06-02,600,0,8.667,3,1.4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
157350,Divergent,2014-03-14,85000000,288885818,6.923,12313,56.457,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2964, 818, 4565, 9685, 156282, 161248, 180492, 246466]"
465014,The Distortion of Sound,2014-07-10,0,0,6.7,3,0.684,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",[]
328899,Dixieland,2015-12-11,0,0,5.2,35,4.914,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
356900,Divine Access,2015-04-11,0,0,5.4,7,3.983,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
115446,Divorce Invitation,2012-11-14,4500000,0,4.483,29,6.25,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[9714]
53778,DMT: The Spirit Molecule,2010-10-15,0,0,6.059,68,3.99,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[157908]
230997,Do Not Disturb,2010-01-01,0,0,2.0,1,0.946,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[220508]
250577,Doc of the Dead,2014-03-10,0,0,6.2,45,3.03,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
266500,Dr. Cabbie,2014-09-19,0,225000,5.6,21,4.766,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11290, 13005]"
229138,Djinn,2013-10-31,0,0,4.2,56,6.38,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
579534,Docking,2019-01-24,0,0,5.5,2,1.529,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",[]
43920,Dog Pound,2010-04-24,0,430041,7.249,356,20.46,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2400, 6444, 11792]"
543357,A Dog Named Gucci,2015-02-14,0,0,9.0,1,0.6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
426789,A Doggone Christmas,2016-11-19,0,0,5.7,7,1.711,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[207317]
354979,Dog Eat Dog,2016-11-04,0,80,5.1,321,14.744,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[796, 1009, 6149, 11494, 9826, 10877, 156121, 168867, 185071]"
658092,Dolly Parton: Here I Am,2019-12-25,0,0,7.6,29,4.599,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[727, 5565, 283297]"
455957,Domino,2019-05-31,7800000,0,4.63,247,12.171,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[591, 734, 6149, 509, 792, 5340, 1690, 5475, 9826, 11930, 13015]"
294308,Don't Blink,2014-09-18,0,0,4.887,172,10.24,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
60524,Don't Fade Away,2010-02-02,0,0,4.6,9,0.942,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
300669,Don't Breathe,2016-06-08,9900000,159100000,7.009,7038,52.002,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1930, 9727, 12660, 15365, 41409, 207556, 212425]"
249169,Don Peyote,2014-05-01,0,0,3.875,12,2.738,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[14964]
539651,Don't Let Go,2019-08-30,5000000,5300000,6.874,342,18.852,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[]
467405,Don't Sleep,2017-09-29,0,0,5.396,48,59.524,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
309298,Don Verdean,2015-12-01,0,31309,4.752,111,7.658,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1499, 41586, 221300]"
401157,Don't Tell,2017-05-18,0,0,6.3,10,1.691,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[187056]
218506,Donor Unknown,1995-11-01,0,0,8.0,1,1.925,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",[]
137217,Donovan's Echo,2011-09-17,0,0,6.063,64,5.704,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",[]
89876,Doonby,2013-11-01,0,0,4.85,10,2.052,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[]
700070,Dora's Peace,2016-08-26,0,0,10.0,1,0.626,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
429003,Double Play,2017-01-27,0,0,4.1,9,3.184,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[]
305867,Doubles with Slight Pepper,2011-09-12,0,0,4.7,3,0.6,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
257244,Down River,2013-10-05,0,0,5.5,2,0.72,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
180607,Down the Shore,2011-01-06,0,0,5.407,27,2.362,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
52782,Downhill,1927-10-24,0,0,5.787,75,6.752,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6271, 6415, 154802, 181203, 186714, 189438, 209222, 236483, 236484, 236485, 236486]"
355571,A Dozen Summers,2015-08-21,32000,0,4.3,3,1.4,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[10683]
299780,Dough,2015-04-14,0,0,5.802,58,3.426,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
100683,Dragon Eyes,2012-05-10,3000000,0,5.083,150,16.298,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[542, 1721, 9823]"
345950,Dracula Reborn,2015-05-18,0,0,2.917,12,2.187,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[3133]
82935,Dragonslayer,2011-11-04,0,0,5.7,6,0.773,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[390, 4470]"
300168,Dragon Blade,2015-02-19,65000000,121545703,6.35,528,25.962,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",[]
442033,Dream Big: Engineering Our World,2017-02-17,0,0,6.2,17,3.175,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
138294,High Ground,2012-11-02,0,0,6.7,3,0.683,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[486, 1543, 2499, 159212]"
69668,Dream House,2011-09-29,50000000,38502340,6.143,1297,18.131,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[15235, 186694, 186695]"
385738,Dreamland,2016-04-14,0,0,6.5,16,5.862,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
341240,Dreams Rewired,2015-02-01,0,0,4.75,4,0.965,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1576, 187056]"
377609,Driftwood,2016-01-24,0,0,4.5,6,0.6,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
172533,Drinking Buddies,2013-08-23,0,343341,5.935,760,17.54,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14522, 14534, 171993, 281237]"
568994,Driveways,2020-12-17,0,0,6.962,53,8.138,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5732, 10683, 11336, 14768, 33476, 40865, 157215, 163933, 229238, 236508]"
520016,Driven,2019-08-15,0,147172,6.286,194,17.633,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1812, 5565, 9672]"
299513,Drumline: A New Beat,2014-10-27,0,0,7.073,96,12.537,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",[]
473402,The Drop-In,2017-09-11,0,0,6.5,4,0.6,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
